Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,IC50
CHEMBL4515830,,452.47,0,3.25,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCc3nc4ccccc4[nH]3)cc1)C2=O,10
CHEMBL4544913,,452.47,0,3.25,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4ccccc4[nH]3)c1)C2=O,10
CHEMBL4475399,,480.52,0,4.03,CC(C)(Cc1nc2ccccc2[nH]1)NC(=O)c1ccc(/C=C2\Oc3c(C(N)=O)cccc3C2=O)cc1,10
CHEMBL4584942,,415.41,0,1.65,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4cnnc4C3)cc1)C2=O,10
CHEMBL4437358,,464.48,0,3.52,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CC(c4nc5ccccc5[nH]4)C3)cc1)C2=O,10
CHEMBL4470212,,445.44,0,1.14,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(CO)nnc4C3)cc1)C2=O,10
CHEMBL4471547,,470.46,0,3.39,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4cc(F)ccc4[nH]3)c1)C2=O,10
CHEMBL4583398,,492.54,0,4.3,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCC(c4nc5ccccc5[nH]4)CC3)cc1)C2=O,10
CHEMBL4576573,,482.5,0,3.26,COc1ccc2[nH]c(CCNC(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)nc2c1,10
CHEMBL4571844,,429.44,0,1.96,Cc1nnc2n1CCN(C(=O)c1ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc1)C2,10
CHEMBL4542683,,415.41,0,1.65,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCn4cnnc4C3)c1)C2=O,10
CHEMBL4538616,,466.5,0,3.64,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCCc3nc4ccccc4[nH]3)cc1)C2=O,10
CHEMBL4458607,,523.52,1,3.38,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4c(Cc5cccc(F)c5)nnc4C3)cc1)C2=O,10
CHEMBL4450242,,470.46,0,3.39,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)NCCc3nc4cc(F)ccc4[nH]3)cc1)C2=O,10
CHEMBL506871,VELIPARIB,244.3,0,1.26,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,10
CHEMBL4470680,,483.41,0,2.67,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCn4c(nnc4C(F)(F)F)C3)c1)C2=O,10
CHEMBL5088800,,438.5,0,2.43,CCCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,10.17
CHEMBL5094748,,478.52,0,2.35,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(=O)C1CC1,10.34
CHEMBL4786854,,437.52,0,2.36,CNC(=O)c1ccc(N2CCN(CCCc3cc4c(N)cc(F)cc4c(=O)[nH]3)CC2)cc1,10.8
CHEMBL5094072,,478.45,0,2.59,C[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC(F)(F)F,11.19
CHEMBL5208255,,365.45,0,4.1,CCN(CC)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,11.21
CHEMBL4569417,,568.72,,,CC(C)(C)[Si](C)(C)OCCCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CC1=O,11.33
CHEMBL4099732,,465.41,0,2.09,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(CC(F)(F)F)C1,11.5
CHEMBL5077121,,506.46,1,2.5,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(=O)C(F)(F)F,11.51
CHEMBL4095389,,501.51,1,3.11,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(C2CCC(F)(F)CC2)C1,11.9
CHEMBL4068890,,499.96,0,2.98,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)cnc2Cl)C1,12.2
CHEMBL521686,OLAPARIB,434.47,0,2.35,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,12.3
CHEMBL521686,OLAPARIB,434.47,0,2.35,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,12.3
CHEMBL5088510,,464.54,0,2.99,CC(C)=CCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,12.79
CHEMBL5084022,,466.51,0,2.35,CCC(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@H]1CC,13.68
CHEMBL5086078,,452.49,0,1.96,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(C)=O,13.97
CHEMBL4294222,,330.39,0,2.56,CC1Cc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc2CN1,14
CHEMBL372303,PJ34,295.34,0,2.18,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,14.7
CHEMBL5087572,,450.51,0,2.6,C/C=C/CN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,14.95
CHEMBL1094636,NIRAPARIB,320.4,0,2.59,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,15.3
CHEMBL5083752,,438.5,0,2.43,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC,15.46
CHEMBL1094636,NIRAPARIB,320.4,0,2.59,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,15.49
CHEMBL5083950,,464.54,0,2.82,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC1CC1,15.63
CHEMBL4746309,,398.47,0,2.56,N#Cc1ccc(N2CCN([C@H]3C=C(c4cc5ncccc5c(=O)[nH]4)CC3)CC2)nc1,16.6
CHEMBL560790,,355.44,0,1,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCCNCC3)c21,17
CHEMBL5095043,ATAMPARIB,523.44,1,2.15,C[C@@H](COCCC(=O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1)Nc1cn[nH]c(=O)c1C(F)(F)F,17
CHEMBL506871,VELIPARIB,244.3,0,1.26,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,17.38
CHEMBL506871,VELIPARIB,244.3,0,1.26,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,17.5
CHEMBL3955370,,267.33,0,3.27,CC1(C)CCC2=C(C1)c1n[nH]c(=O)c3cccc(c13)N2,18
CHEMBL3978225,,240.27,0,1.05,O=c1[nH]nc2c3c(cccc13)NC1=C2CCNC1,18
CHEMBL5180001,,432.53,0,1.81,CCc1cc2ncc(CN3CC4CN(c5ccc(C(=O)NC)nc5)CC4C3)cc2[nH]c1=O,18
CHEMBL4076271,,291.29,0,-0.03,NC(=O)c1cc(F)cc2[nH]c(C(=O)N3CCC(N)C3)nc12,19
CHEMBL5198072,,366.43,0,1.06,CCc1cc2ncc(CN3CCn4c(cnc4C(=O)NC)C3)cc2[nH]c1=O,20
CHEMBL3940569,,309.37,0,2.46,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CC2CO2)C1,21
CHEMBL3940569,,309.37,0,2.46,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CC2CO2)C1,21
CHEMBL5205419,,388.48,0,2.68,CCc1cc2ncc(CN3CCN(c4ccc5cc[nH]c5n4)CC3)cc2[nH]c1=O,21
CHEMBL5185522,,389.46,0,2.08,CCc1cc2ncc(CN3CCN(c4ccc5[nH]ncc5n4)CC3)cc2[nH]c1=O,23
CHEMBL5089136,,438.5,0,2.43,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC,23.11
CHEMBL4080699,,305.31,0,0.36,NC(=O)c1cc(F)cc2[nH]c(C(=O)N3CCC(N)CC3)nc12,24
CHEMBL5087831,,410.45,0,1.7,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1,24.35
CHEMBL3939501,,267.33,0,3.41,O=c1[nH]nc2c3c(cccc13)NC1=C2CCCCCC1,25
CHEMBL5081921,,396.42,0,1.31,C[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1,25.58
CHEMBL5071826,,452.49,0,1.96,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(C)=O,26.39
CHEMBL4789581,,415.47,0,3.3,N#Cc1ccc(N2CCN([C@H]3C=C(c4cc5ncc(F)cc5c(=O)[nH]4)CC3)CC2)cc1,26.9
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,26.9
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,26.92
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,28.18
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,28.2
CHEMBL4291682,,330.39,0,2.48,Cc1c(-c2nc3c(C(N)=O)cc(F)cc3[nH]2)sc2c1CCNC2,30
CHEMBL3740897,,500.46,1,3.81,C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,30
CHEMBL3137320,TALAZOPARIB,380.36,0,2.63,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,30
CHEMBL3893294,,253.31,0,3.02,O=c1[nH]nc2c3c(cccc13)NC1=C2CCCCC1,30.3
CHEMBL4097093,,515.55,1,2.73,O=C(NO)c1ccc(CN2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1,31.52
CHEMBL558845,,341.42,0,0.61,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCNCC3)c21,32
CHEMBL372303,PJ34,295.34,0,2.18,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,33.11
CHEMBL5092897,,410.45,0,1.7,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1,33.29
CHEMBL372303,PJ34,295.34,0,2.18,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,33.5
CHEMBL4098745,,387.46,0,2.33,NC(=O)c1cc(F)cc2[nH]c(C(=O)N3CCC(NC4CCCCC4)CC3)nc12,34
CHEMBL5074757,,452.53,0,2.82,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(C)C,36.4
CHEMBL4638701,,494.65,0,2.66,O=c1[nH]c(SCCN2CCN(CCSc3nc4ccccc4c(=O)[nH]3)CC2)nc2ccccc12,37.8
CHEMBL4081378,,373.43,0,1.94,NC(=O)c1cc(F)cc2[nH]c(C(=O)N3CCC(NC4CCCCC4)C3)nc12,38
CHEMBL5201927,,418.5,0,2.09,CCc1cc2ncc(CN3CCN(c4cc5c(cn4)NC(=O)CC5)CC3)cc2[nH]c1=O,38
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,38.9
CHEMBL4101084,,513.86,0,1.33,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1Cl)[C@H]1CCNC1.O=C(O)C(F)(F)F,40
CHEMBL5202261,,420.52,0,2.32,CCc1cc2ncc(CN3CCC(Nc4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,40
CHEMBL5206717,,402.5,0,2.8,CCc1cc2ncc(CN3CCc4cc(/C=C/C(=O)NC)ccc4C3)cc2[nH]c1=O,41.53
CHEMBL4281045,,330.39,0,2.19,Cn1c(-c2cc3c(s2)CNCC3)nc2c(C(N)=O)cc(F)cc21,42
CHEMBL5087801,,464.54,0,2.82,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC1CC1,42.82
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,46
CHEMBL5090532,,452.53,0,2.82,CCCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1CC,47.54
CHEMBL4091897,,273.3,0,-0.16,NC(=O)c1cccc2[nH]c(C(=O)N3CCC(N)C3)nc12,48
CHEMBL4289667,,342.4,0,2.29,O=C1NCCn2c(-c3cc4c(s3)CCNC4)nc3cc(F)cc1c32,49
CHEMBL4075511,,529.57,1,2.66,O=C(Cc1ccc(CN2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1)NO,49.12
CHEMBL4476020,,333.31,0,1.58,NC(=O)c1cccc2c1O/C(=C\c1cccc(-c3nn[nH]n3)c1)C2=O,50
CHEMBL4582095,,455.47,0,2.15,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCN(c4cnccn4)CC3)c1)C2=O,50
CHEMBL4439730,,427.46,0,2.52,NC(=O)c1cccc2c1O/C(=C\c1ccc(N3CCN(c4ncccn4)CC3)cc1)C2=O,50
CHEMBL4462563,,351.3,0,1.72,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3nn[nH]n3)c(F)c1)C2=O,50
CHEMBL4539846,,455.47,0,2.15,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4cnccn4)CC3)cc1)C2=O,50
CHEMBL4464740,,454.49,0,3.21,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCC(c4ncccn4)CC3)cc1)C2=O,50
CHEMBL4437403,,455.47,0,2.15,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)N3CCN(c4ncccn4)CC3)c1)C2=O,50
CHEMBL4445035,,485.5,0,2.16,COc1ccnc(N2CCN(C(=O)c3cccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)c3)CC2)n1,50
CHEMBL4457849,,485.5,0,2.16,COc1ccnc(N2CCN(C(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)CC2)n1,50
CHEMBL4562749,,441.49,0,2.51,NC(=O)c1cccc2c1O/C(=C\c1ccc(CN3CCN(c4ncccn4)CC3)cc1)C2=O,50
CHEMBL4557232,,567.56,2,2.35,COCc1nc(-c2ccnc(N3CCN(C(=O)c4ccc(/C=C5\Oc6c(C(N)=O)cccc6C5=O)cc4)CC3)n2)no1,50
CHEMBL4591947,,455.47,0,2.15,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCN(c4ncccn4)CC3)cc1)C2=O,50
CHEMBL5184668,,493.93,0,4.76,CCOC(=O)Nc1nc2ccc(-c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)cc2[nH]1.Cl,50
CHEMBL5088094,,452.53,0,2.82,CCCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@H]1CC,50.65
CHEMBL4289496,,298.37,0,2.04,NC(=O)c1cccc2[nH]c(-c3cc4c(s3)CNCC4)nc12,53
CHEMBL5093696,,396.42,0,1.31,C[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1,55.38
CHEMBL4776507,,447.49,0,3.63,N#Cc1ccc(N2CCN([C@@H]3C=C(c4cc5c(N)cc(F)cc5c(=O)[nH]4)CC3)CC2)c(F)c1,58
CHEMBL5185548,,457.46,0,3.1,CCc1cc2ncc(CN3CCN(c4ccc5nc(C(F)(F)F)[nH]c5n4)CC3)cc2[nH]c1=O,60
CHEMBL5079003,,492.47,0,2.98,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC(F)(F)F,60.6
CHEMBL5197357,,392.48,0,3.18,NC1CCN(Cc2cccc(-c3[nH]c4cc(F)cc5c4c3CCNC5=O)c2)CC1,61.9
CHEMBL4293056,,304.35,0,2.25,CNCc1ccc(-c2nc3c(C(N)=O)cc(F)cc3[nH]2)s1,64
CHEMBL4744702,,332.82,0,2.46,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CNCC4)cnn12,66.81
CHEMBL4533690,,436.49,0,2.09,O=C(NC1CCN(CC2CC2)C1)c1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1F,67.8
CHEMBL4533690,,436.49,0,2.09,O=C(NC1CCN(CC2CC2)C1)c1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1F,67.8
CHEMBL4087554,,543.42,1,3.7,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2Br)C1,68
CHEMBL5178741,,406.49,0,1.93,CCc1cc2ncc(CN3CCC(Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,68
CHEMBL506871,VELIPARIB,244.3,0,1.26,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,70
CHEMBL4286249,,375.47,0,3.88,CC(C)(C)[C@@H]1NCCC2C=C(c3nc4c(C(=O)O)cc(F)cc4[nH]3)SC21,70
CHEMBL4280657,,316.36,0,2.18,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CCNC4)nc12,73
CHEMBL4079788,,287.32,0,0.23,NC(=O)c1cccc2[nH]c(C(=O)N3CCC(N)CC3)nc12,73
CHEMBL4076845,,375.45,0,2.04,CC(C)(C)CN1CCC(NC(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1,74
CHEMBL4070559,,315.38,0,0.88,CCCNC1CCN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)C1,75
CHEMBL4083109,,497.41,0,0.82,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCNC1.O=C(O)C(F)(F)F,80
CHEMBL4291982,,330.39,0,2.52,CN1CCc2sc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)cc2C1,83
CHEMBL4279065,,372.47,0,3.76,CC(C)(C)C1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,86
CHEMBL4282620,,330.39,0,2.74,CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,87
CHEMBL5196723,,405.46,0,2.24,CCc1cc2ncc(CN3CCN(c4ccc5oc(=O)[nH]c5c4)CC3)cc2[nH]c1=O,87
CHEMBL4077812,,355.44,0,1.8,NC(=O)c1cccc2[nH]c(C(=O)N3CCC(NC4CCCCC4)C3)nc12,91
CHEMBL4281789,,342.4,0,2.29,O=C1NCCn2c(-c3cc4c(s3)CNCC4)nc3cc(F)cc1c32,99
CHEMBL4100391,,369.35,0,1.42,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(CC(F)(F)F)CC3)nc12,100
CHEMBL4072851,,409.4,0,1.19,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1[N+](=O)[O-])[C@H]1CCNC1,100
CHEMBL4097709,,479.54,0,2.52,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2N)C1,100
CHEMBL4091988,,557.32,0,2.05,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1Br)[C@H]1CCNC1.O=C(O)C(F)(F)F,100
CHEMBL4060222,,465.51,0,2.33,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cncc(Cn3c(=O)[nH]c(=O)c4ccccc43)c2)C1,100
CHEMBL4064245,,512.87,0,1.94,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1Cl)[C@H]1CCNC1.O=C(O)C(F)(F)F,100
CHEMBL4079674,,480.52,0,2.64,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2O)C1,100
CHEMBL5080224,,424.48,0,2.04,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C,100
CHEMBL4105422,,509.52,1,2.84,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2[N+](=O)[O-])C1,100
CHEMBL4089975,,544.41,1,3.09,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)cnc2Br)C1,100
CHEMBL4102201,,558.31,0,1.44,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1Br)[C@H]1CCNC1.O=C(O)C(F)(F)F,100
CHEMBL5088329,,452.53,0,2.82,CC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C(C)C,100
CHEMBL5091323,,424.48,0,2.04,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1C,100
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,106
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,106
CHEMBL4288557,,330.39,0,2.52,CN1CCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc2C1,109
CHEMBL4287147,,298.37,0,2.04,NC(=O)c1cccc2[nH]c(-c3cc4c(s3)CCNC4)nc12,113
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,114
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,114
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,114
CHEMBL5205419,,388.48,0,2.68,CCc1cc2ncc(CN3CCN(c4ccc5cc[nH]c5n4)CC3)cc2[nH]c1=O,114.1
CHEMBL4277920,,386.5,0,3.77,CC(C)CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4n3C)sc21,117
CHEMBL4290904,,316.36,0,2.18,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,124
CHEMBL1892587,,218.21,0,1.35,O=C(O)CCc1nc(O)c2ccccc2n1,125
CHEMBL1892587,,218.21,0,1.35,O=C(O)CCc1nc(O)c2ccccc2n1,125.89
CHEMBL4081066,,341.42,0,1.27,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(CC4CC4)CC3)nc12,130
CHEMBL4279230,,312.4,0,2.38,CN1CCc2sc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2C1,131
CHEMBL5179882,,406.49,0,1.93,CCc1cc2ncc(CN3CC[C@@H](Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,133
CHEMBL1086580,,312.32,0,3.66,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,134
CHEMBL506871,VELIPARIB,244.3,0,1.26,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,137
CHEMBL5195834,,406.49,0,1.93,CCc1cc2ncc(CN3CC[C@H](Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,137
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,138
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,138.04
CHEMBL506871,VELIPARIB,244.3,0,1.26,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,138.04
CHEMBL4278820,,326.43,0,2.77,CCN1CCc2sc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2C1,140
CHEMBL4059827,,326.3,0,2.89,O=C1SCCc2nc(-c3ccc(C(F)(F)F)cc3)[nH]c(=O)c21,141
CHEMBL4059827,,326.3,0,2.89,O=C1SCCc2nc(-c3ccc(C(F)(F)F)cc3)[nH]c(=O)c21,141.25
CHEMBL4288572,,300.29,0,1.71,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(o3)CNCC4)nc12,144
CHEMBL4080163,,232.24,0,1.25,Cc1cccc2c(=O)[nH]c(CCC(=O)O)nc12,144.54
CHEMBL4080163,,232.24,0,1.25,Cc1cccc2c(=O)[nH]c(CCC(=O)O)nc12,145
CHEMBL4277995,,344.42,0,3.13,CCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,145
CHEMBL4285227,,319.37,0,1.02,NC(=O)c1cc(F)cc2[nH]c(C3=NC4CCNCC4S3)nc12,149
CHEMBL5187899,,456.55,0,2.72,CCc1cc2ncc(CN3CCN(c4cc5cccc(C(=O)NC)c5cn4)CC3)cc2[nH]c1=O,151
CHEMBL5191912,,415.44,0,2.8,CCc1cc2ncc(CN3CCN(c4ccc(OC(F)F)nc4)CC3)cc2[nH]c1=O,154
CHEMBL4741921,,411.51,0,3.35,N#Cc1ccc(N2CCN([C@@H]3C=C(c4cc5c(N)cccc5c(=O)[nH]4)CC3)CC2)cc1,167
CHEMBL5201927,,418.5,0,2.09,CCc1cc2ncc(CN3CCN(c4cc5c(cn4)NC(=O)CC5)CC3)cc2[nH]c1=O,167.2
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,172
CHEMBL5173989,,392.46,0,1.54,CCc1cc2ncc(CN3CC(Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,192
CHEMBL4282534,,358.44,0,3.37,CC(C)C1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,196
CHEMBL4777158,,429.5,0,3.49,N#Cc1ccc(N2CCN([C@@H]3C=C(c4cc5c(N)cc(F)cc5c(=O)[nH]4)CC3)CC2)cc1,200
CHEMBL4758651,,332.82,0,2.46,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CCNC4)cnn12,209.38
CHEMBL5190645,,389.46,0,2.08,CCc1cc2ncc(CN3CCN(c4cnc5cn[nH]c5c4)CC3)cc2[nH]c1=O,210.5
CHEMBL4286332,,372.47,0,3.76,CC(C)CC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,219
