Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,IC50
CHEMBL4084234,,479.42,0,0.68,O=C(Nc1cncc(Cn2c(=O)[nH]c(=O)c3ccccc32)c1)[C@H]1CCNC1.O=C(O)C(F)(F)F,220
CHEMBL506871,VELIPARIB,244.3,0,1.26,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,225
CHEMBL4289750,,356.43,0,3.13,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)C(C3CC3)NCC4)nc12,239
CHEMBL5095220,AZD-5305,406.49,0,1.56,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,239.6
CHEMBL3933931,,438.53,0,1.87,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)CCCC4)CC2)cc1,243
CHEMBL4276836,,312.4,0,2.38,CN1CCc2cc(-c3nc4c(C(N)=O)cccc4[nH]3)sc2C1,247
CHEMBL521686,OLAPARIB,434.47,0,2.35,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,251
CHEMBL521686,OLAPARIB,434.47,0,2.35,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,251.19
CHEMBL3827963,,331.17,0,3.36,COc1cccc2c(=O)[nH]c(-c3ccc(Br)cc3)nc12,259
CHEMBL3901232,,340.38,0,2.7,CC(C)(C)OC(=O)N1CCC2=C(C1)Nc1cccc3c(=O)[nH]nc2c13,270
CHEMBL4287485,,312.4,0,2.34,Cc1cc(C(N)=O)c2nc(-c3cc4c(s3)CNCC4)[nH]c2c1,281
CHEMBL4285923,,358.44,0,3.52,CCCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,324
CHEMBL4291992,,386.5,0,3.77,Cn1c(-c2cc3c(s2)C(C(C)(C)C)NCC3)nc2c(C(N)=O)cc(F)cc21,328
CHEMBL5179279,,418.5,0,1.7,CCc1cc2ncc(CN3C[C@@H]4C[C@H]3CN4c3ccc(C(=O)NC)nc3)cc2[nH]c1=O,340
CHEMBL4642139,,500.67,1,4.77,O=c1[nH]c(SCCN2CCN(CCCOc3ccc(-c4ccccc4)cc3)CC2)nc2ccccc12,340
CHEMBL4632484,,547.68,1,2.66,O=C1CC2(CCN(C(=O)CN3CCN(CCSc4nc5ccccc5c(=O)[nH]4)CC3)CC2)Oc2ccccc21,347
CHEMBL4293136,,372.47,0,3.91,CCCCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,348
CHEMBL4278332,,375.47,0,3.88,CC(C)(C)[C@H]1NCCC2C=C(c3nc4c(C(=O)O)cc(F)cc4[nH]3)SC21,356
CHEMBL4281379,,344.42,0,2.67,CCn1c(-c2cc3c(s2)CNCC3)nc2c(C(N)=O)cc(F)cc21,359
CHEMBL4756907,,346.84,0,2.8,CN1CCc2sc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2C1,363.35
CHEMBL4648016,,476.61,0,3.32,O=c1[nH]c(SCCN2CCN(CCCc3nc(-c4ccccc4)no3)CC2)nc2ccccc12,370
CHEMBL372303,PJ34,295.34,0,2.18,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,380.19
CHEMBL372303,PJ34,295.34,0,2.18,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,382
CHEMBL4280264,,332.82,0,2.69,NC(=O)c1cc(Cl)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,382
CHEMBL4744208,,346.84,0,2.8,CN1CCc2cc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)sc2C1,382.13
CHEMBL4761828,,513.95,2,5.09,NC(=O)c1cc(Cl)c2ccc(-c3ccc(CN4CCN(c5ccc(C(F)(F)F)cc5)CC4)cc3)nn12,445.06
CHEMBL5180063,,407.52,0,2.43,CCc1cc2ncc(CN3CCN(c4ccc(C(C)(C)O)nc4)CC3)cc2[nH]c1=O,450
CHEMBL2431805,,312.32,0,3.25,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCSC2,478.63
CHEMBL2431805,,312.32,0,3.25,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCSC2,479
CHEMBL5176626,,377.45,0,1.8,CCc1cc2ncc(CN3CCc4nc(C(=O)NC)ccc4C3)cc2[nH]c1=O,485
CHEMBL5177596,,391.52,0,2.77,Cc1cnc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCC5)CC2)n1C,490
CHEMBL251030,,397.88,0,4.44,O=c1[nH]c(CCCN2CC=C(c3ccc(F)cc3)CC2)nc2c(Cl)cccc12,500
CHEMBL4741696,,388.92,0,4.05,CC(C)CC1NCCc2cc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)sc21,501.6
CHEMBL4460557,,367.48,0,2.23,O=c1[nH]c(SCCN2CCN(c3ccccn3)CC2)nc2ccccc12,549
CHEMBL123798,,320.27,0,4.03,COc1cccc2c(O)nc(-c3ccc(C(F)(F)F)cc3)nc12,570
CHEMBL5191396,,387.49,0,3.05,Cc1cnc(N2CCN(Cc3ccc4c(c3)[nH]c(=O)c3ccccc34)CC2)n1C,600
CHEMBL5180001,,432.53,0,1.81,CCc1cc2ncc(CN3CC4CN(c5ccc(C(=O)NC)nc5)CC4C3)cc2[nH]c1=O,677.5
CHEMBL3098938,,254.26,0,3.04,Cc1cccc2c(=O)[nH]c(-c3ccc(F)cc3)nc12,683
CHEMBL3966085,,426.49,0,2,O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)CCCC2,700
CHEMBL4754497,,328.8,0,2.82,CN(C)Cc1ccc(-c2ccc3c(Cl)cc(C(N)=O)n3n2)cc1,704.62
CHEMBL4853039,,462.46,0,3.13,O=C(c1ccco1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,800
CHEMBL5187963,,284.34,0,2.31,Cc1cccc2c(=O)[nH]c(CSc3ncccn3)nc12,800
CHEMBL4762579,,388.92,0,4.05,CC(C)(C)C1NCCc2sc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)cc21,811.39
CHEMBL5193674,,418.5,0,1.56,CCc1cc2ncc(CN3CC4(C3)CN(c3ccc(C(=O)NC)nc3)C4)cc2[nH]c1=O,839
CHEMBL3944854,,494.59,0,2.23,O=C(CN1CCC(C(=O)c2ccc(OCC3CCC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,885
CHEMBL4868405,,464.54,0,3.96,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4cccs4)CC3)c(O)cc(O)c12,900
CHEMBL3944401,,494.59,0,2.23,O=C(CN1CCC(C(=O)c2ccc(OCCC3CC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,920
CHEMBL125154,,297.27,0,2.92,COc1cccc2c(O)nc(-c3ccc([N+](=O)[O-])cc3)nc12,928
CHEMBL2314698,,442.48,0,3.76,COc1ccccc1NC(=O)c1ccc(NC(=O)CCc2nc3ccccc3c(=O)[nH]2)cc1,931
CHEMBL4641894,,424.53,0,2.97,O=C(OCc1ccccc1)N1CCN(CCSc2nc3ccccc3c(=O)[nH]2)CC1,963
CHEMBL4101890,,428.54,0,3.49,Cc1cc(N2C[C@@H](C)N[C@@H](C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,977.24
CHEMBL5179448,,445.53,0,1.81,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)c5nccn45)CC3)cc2[nH]c1=O,982
CHEMBL4101890,,428.54,0,3.49,Cc1cc(N2C[C@@H](C)N[C@@H](C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,990
CHEMBL5196723,,405.46,0,2.24,CCc1cc2ncc(CN3CCN(c4ccc5oc(=O)[nH]c5c4)CC3)cc2[nH]c1=O,993.8
CHEMBL4760246,,409.92,0,3.03,NC(=O)c1cc(Cl)c2ccc(-c3ccc(CN4CCN(C5CC5)CC4)cc3)nn12,997.49
CHEMBL4740356,,388.92,0,4.05,CC(C)(C)C1NCCc2cc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)sc21,999.67
CHEMBL4799284,,397.09,0,2.4,COc1cc(/C=N/NC(N)=S)c(Br)c(Br)c1OC,1000
CHEMBL4089840,,279.3,0,2.79,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,1000
CHEMBL4437173,,316.31,0,3.1,CC(C)(O)c1ccc(-c2nc3c(F)cc(F)cc3c(=O)[nH]2)cc1,1000
CHEMBL4785312,,383.84,0,1.8,NC(=O)c1cc(Cl)c2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nn12,1005.03
CHEMBL4760782,,467.96,0,3.08,CC(C)CC(=O)N1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)CC1,1010.3
CHEMBL4089840,,279.3,0,2.79,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,1071.52
CHEMBL4847227,,478.53,0,3.6,O=C(c1cccs1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,1100
CHEMBL5197101,,405.5,0,2.17,CCc1cc2ccc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,1100
CHEMBL5209181,,392.51,0,2.25,Cc1cnc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)n1C,1100
CHEMBL4856808,,459.5,0,3.29,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccncc4)CC3)c(O)cc(O)c12,1100
CHEMBL4758319,,451.91,0,2.45,NC(=O)c1cc(Cl)c2ccc(-c3ccc(C(=O)N4CCN(C(=O)C5CC5)CC4)cc3)nn12,1104.91
CHEMBL4778202,,314.78,0,2.47,CNCc1ccc(-c2ccc3c(Cl)cc(C(N)=O)n3n2)cc1,1118.31
CHEMBL4756008,,354.84,0,3.35,NC(=O)c1cc(Cl)c2ccc(-c3ccc(CN4CCCC4)cc3)nn12,1118.78
CHEMBL4746131,,411.94,0,3.28,CN(C)C1CCN(Cc2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)CC1,1126
CHEMBL3946751,,439.51,0,1.67,COc1ccc(C(=O)C2CCN(CC(=O)NCc3cc4c(c(=O)[nH]3)COCC4)CC2)cc1,1150
CHEMBL5206717,,402.5,0,2.8,CCc1cc2ncc(CN3CCc4cc(/C=C/C(=O)NC)ccc4C3)cc2[nH]c1=O,1163
CHEMBL5185522,,389.46,0,2.08,CCc1cc2ncc(CN3CCN(c4ccc5[nH]ncc5n4)CC3)cc2[nH]c1=O,1174
CHEMBL4741306,,372.88,0,3.41,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CCNC4C3CC3)cnn12,1198.4
CHEMBL5077731,,217.25,0,2.45,O=c1[nH]c2sccc2c2cc(O)ccc12,1200
CHEMBL4862002,,548.59,1,3.92,COc1ccc(CN2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)c(OC)c1OC,1200
CHEMBL4449082,,510.61,1,2.42,C[C@@H]1CN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)C[C@H](C)O1,1240
CHEMBL4449082,,510.61,1,2.42,C[C@@H]1CN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)C[C@H](C)O1,1240
CHEMBL4849380,,473.49,0,2.93,O=C(c1ccccn1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,1300
CHEMBL4876922,,448.48,0,3.49,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccco4)CC3)c(O)cc(O)c12,1300
CHEMBL5185548,,457.46,0,3.1,CCc1cc2ncc(CN3CCN(c4ccc5nc(C(F)(F)F)[nH]c5n4)CC3)cc2[nH]c1=O,1397
CHEMBL4867555,,473.49,0,2.93,O=C(c1ccncc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,1400
CHEMBL5095220,AZD-5305,406.49,0,1.56,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,1400
CHEMBL4746094,,411.94,0,3.28,CC(C)N1CCN(Cc2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)CC1,1444.72
CHEMBL4848834,,473.49,0,2.93,O=C(c1cccnc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,1500
CHEMBL126871,,252.27,0,3.01,COc1cccc2c(O)nc(-c3ccccc3)nc12,1539
CHEMBL5179448,,445.53,0,1.81,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)c5nccn45)CC3)cc2[nH]c1=O,1558
CHEMBL3827770,,270.26,0,2.74,COc1cccc2c(=O)[nH]c(-c3ccc(F)cc3)nc12,1562
CHEMBL4759867,,416.84,0,2.75,COC1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)c(F)c2)C1,1594
CHEMBL4785360,,430.87,0,3.14,COC1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)c(F)c2)CC1,1642.75
CHEMBL4863696,,518.57,1,3.91,COc1cc(CN2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)cc(OC)c1,1700
CHEMBL4874589,,406.49,0,1.56,CCc1cc2cnc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,1700
CHEMBL4126054,,256.26,0,1.68,NC(=O)c1ccc(Oc2cccc(C(N)=O)c2)cc1,1700
CHEMBL4750148,,398.85,0,2.61,COC1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)C1,1714.13
CHEMBL3110100,,448.55,0,3.78,N#Cc1ccc(O[C@H]2CC[C@H](NC(=O)CCSc3nc4ccccc4c(=O)[nH]3)CC2)cc1,1760
CHEMBL4873634,,446.46,0,2.69,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4cncnc4)CC3)c(O)cc(O)c12,1800
CHEMBL4876352,,472.54,0,4.2,Cc1ccc(CN2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)cc1,1800
CHEMBL4854276,,492.96,0,4.55,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccc(Cl)cc4)CC3)c(O)cc(O)c12,1800
CHEMBL1094636,NIRAPARIB,320.4,0,2.59,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,1800
CHEMBL5084343,,231.28,0,2.75,COc1ccc2c(=O)[nH]c3sccc3c2c1,1800
CHEMBL4876971,,526.51,1,4.91,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)c(O)cc(O)c12,1900
CHEMBL4751128,,469.9,0,2.59,NC(=O)c1cc(Cl)c2ccc(-c3ccc(F)c(C(=O)N4CCN(C(=O)C5CC5)CC4)c3)nn12,1923.75
CHEMBL3928915,,480.57,0,1.84,O=C(CN1CCC(C(=O)c2ccc(OCC3CC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,1970
CHEMBL4865730,,488.54,0,3.9,COc1ccc(CN2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)cc1,2000
CHEMBL3939375,,330.39,0,2.97,O=c1[nH]nc2c3c(cccc13)NC1=C2CCN(Cc2ccccc2)C1,2000
CHEMBL4853266,,530.58,1,4.65,Cc1cc(C)cc(COC(=O)N2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)c1,2000
CHEMBL4875196,,476.5,0,4.03,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccc(F)cc4)CC3)c(O)cc(O)c12,2000
CHEMBL4848408,,460.49,0,3.6,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccccc4O)CC3)c(O)cc(O)c12,2000
CHEMBL5181770,,363.24,0,3.08,Cc1cc(Br)cc2c(=O)[nH]c(CSc3ncccn3)nc12,2000
CHEMBL5198072,,366.43,0,1.06,CCc1cc2ncc(CN3CCn4c(cnc4C(=O)NC)C3)cc2[nH]c1=O,2036
CHEMBL1164165,,267.24,0,2.5,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,2064
CHEMBL4850517,,502.52,1,4.03,O=C(OCc1ccccc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,2100
CHEMBL3947374,,468.55,0,1.84,CC(C)Oc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,2100
CHEMBL4870649,,438.48,0,2.88,CC(C)C(=O)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,2100
CHEMBL4855360,,444.49,0,3.9,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccccc4)CC3)c(O)cc(O)c12,2100
CHEMBL3906833,,468.55,0,1.84,CCCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,2130
CHEMBL2381945,,448.5,0,4.8,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cc(C#N)c(F)cc43)CC2)[C@H]1c1ccccc1,2200
CHEMBL4745626,,356.86,0,3.6,CCN(CC)Cc1ccc(-c2ccc3c(Cl)cc(C(N)=O)n3n2)cc1,2202.99
CHEMBL4454483,,340.43,0,1.98,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,2230
CHEMBL4454483,,340.43,0,1.98,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,2230
CHEMBL3943283,,424.5,0,1.36,Cc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,2300
CHEMBL4866335,,478.55,0,3.8,O=C(C1CCCCC1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,2300
CHEMBL4752536,,469.9,0,2.59,NC(=O)c1cc(Cl)c2ccc(-c3ccc(C(=O)N4CCN(C(=O)C5CC5)CC4)cc3F)nn12,2324.48
CHEMBL4779263,,369.86,0,2.16,NC(=O)c1cc(Cl)c2ccc(-c3ccc(CN4CCNCC4)cc3)nn12,2325.82
CHEMBL3956527,,484.55,0,1.08,COCCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,2370
CHEMBL5183769,,406.49,0,1.56,CCc1cc2ccc(CN3CCN(c4cnc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,2400
CHEMBL3110117,,475.57,0,4.3,O=C(CCSc1nc2ccccc2c(=O)[nH]1)N[C@H]1CC[C@H](c2nnc(-c3ccccc3)o2)CC1,2450
CHEMBL4874308,,452.51,0,2.87,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(CC4CCCO4)CC3)c(O)cc(O)c12,2500
CHEMBL4854910,,502.52,1,3.54,COc1ccc(C(=O)N2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)cc1,2500
CHEMBL4868456,,436.46,0,2.63,O=C(C1CC1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,2500
CHEMBL3925030,,444.92,0,1.71,O=C(CN1CCC(C(=O)c2ccc(Cl)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,2590
CHEMBL1163173,,256.69,0,3.24,O=c1[nH]c(-c2ccc(Cl)cc2)nc2ccccc12,2600
CHEMBL4869388,,450.49,0,3.02,O=C(C1CCC1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,2600
CHEMBL4861133,,448.48,0,3.49,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccoc4)CC3)c(O)cc(O)c12,2600
CHEMBL4448872,,416.47,0,2.28,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cc(F)cc(F)c23)nc2c1CCCC2,2717
CHEMBL4448872,,416.47,0,2.28,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cc(F)cc(F)c23)nc2c1CCCC2,2717
CHEMBL4448872,,416.47,0,2.28,O=c1[nH]c(N2CCC3(CC2)CN(CCO)c2cc(F)cc(F)c23)nc2c1CCCC2,2717
CHEMBL4758514,,388.92,0,4.05,CC(C)CC1NCCc2sc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)cc21,2756.47
CHEMBL4850338,,464.54,0,3.96,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(Cc4ccsc4)CC3)c(O)cc(O)c12,2800
CHEMBL4865987,,512.48,1,4.92,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccc(C(F)(F)F)cc4)CC3)c(O)cc(O)c12,2800
CHEMBL4846968,,458.51,0,4.21,Cc1ccc(N2CCN(Cc3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)CC2)cc1,2800
CHEMBL3903427,,510.59,1,1.61,O=C(CN1CCC(C(=O)c2ccc(OC3CCOCC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,2840
CHEMBL3921853,,474.56,0,2.94,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5ccccc(=O)c5[nH]4)C3=O)CC2)cc1C,2900
CHEMBL3902386,,438.49,0,0.44,O=C(CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,2900
CHEMBL4862496,,462.48,0,4.04,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccc(F)cc4)CC3)c(O)cc(O)c12,2900
CHEMBL4851728,,472.5,0,3.53,O=C(c1ccccc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,2900
CHEMBL4847485,,540.49,1,4.55,O=C(c1cccc(C(F)(F)F)c1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,2900
CHEMBL4862834,,460.49,0,3.6,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccc(O)cc4)CC3)c(O)cc(O)c12,2900
CHEMBL4861814,,422.48,0,3.1,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(CC4CC4)CC3)c(O)cc(O)c12,2900
CHEMBL5187899,,456.55,0,2.72,CCc1cc2ncc(CN3CCN(c4cc5cccc(C(=O)NC)c5cn4)CC3)cc2[nH]c1=O,2976
CHEMBL4863798,,410.43,0,2.24,CC(=O)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,3000
CHEMBL4852964,,506.94,1,4.19,O=C(c1ccc(Cl)cc1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,3000
CHEMBL5179882,,406.49,0,1.93,CCc1cc2ncc(CN3CC[C@@H](Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,3005
CHEMBL5202261,,420.52,0,2.32,CCc1cc2ncc(CN3CCC(Nc4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,3054
CHEMBL3978546,,441.46,0,1.62,O=C(CN1CCC(c2noc3cc(F)ccc23)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,3090
CHEMBL346886,,304.27,0,4.33,Cc1cccc2c(O)nc(-c3ccc(C(F)(F)F)cc3)nc12,3098
CHEMBL2419697,,428.46,0,1.19,O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,3100
CHEMBL2419697,,428.46,0,1.19,O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,3150
CHEMBL3903965,,454.53,0,1.45,CCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,3200
CHEMBL4864330,,464.56,0,4.27,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(CC4CCCCC4)CC3)c(O)cc(O)c12,3200
CHEMBL3593716,,248.33,0,0.4,CN1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,3600
CHEMBL3986246,,440.5,0,1.06,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,3640
CHEMBL4854158,,478.93,0,4.55,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccc(Cl)cc4)CC3)c(O)cc(O)c12,3700
CHEMBL4877994,,438.52,0,3.74,CC(C)CCN1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,3700
CHEMBL2425812,,343.24,0,3.26,O=C(CCc1cccc(Cl)c1Cl)Nc1nnc2n1CCS2,3800
CHEMBL5200723,,404.51,0,2.77,CCc1cc2ccc(CN3CCN(c4ccc(C(=O)NC)cc4)CC3)cc2[nH]c1=O,3900
CHEMBL521686,OLAPARIB,434.47,0,2.35,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,3910
CHEMBL3918110,,480.57,0,1.86,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5c(c(=O)[nH]4)COCC5)C3=O)CC2)cc1C,4000
CHEMBL4863900,,443.5,0,4.96,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCC(c4ccccc4)CC3)c(O)cc(O)c12,4000
CHEMBL5193246,,400.91,0,2.37,Cc1cnc(N2CCN(CCCc3nc4c(Cl)cccc4c(=O)[nH]3)CC2)n1C,4000
CHEMBL5176626,,377.45,0,1.8,CCc1cc2ncc(CN3CCc4nc(C(=O)NC)ccc4C3)cc2[nH]c1=O,4039
CHEMBL2419889,,312.32,0,3.49,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1SCCC2,4080
CHEMBL5195834,,406.49,0,1.93,CCc1cc2ncc(CN3CC[C@H](Nc4ccc(C(=O)NC)nc4)C3)cc2[nH]c1=O,4171
CHEMBL3593715,,325.42,0,1.37,O=c1[nH]c(N2CCN(Cc3ccncc3)CC2)nc2c1CCCC2,4200
CHEMBL5181905,,365.48,0,2.45,CCc1cc2ccc(CN3CCN(c4ncc(C)n4C)CC3)cc2[nH]c1=O,4200
CHEMBL3967549,,454.53,0,1.37,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1C,4260
CHEMBL4857076,,507.49,1,4.95,O=C(c1cccc(F)c1F)C1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,4500
CHEMBL4786867,,412.88,0,3,COC1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)CC1,4508.4
CHEMBL3939009,,452.51,0,0.99,O=C(CN1CCC(C(=O)c2ccc3c(c2)CCO3)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,4530
