,id,smiles
33113,A090_B273,CC(C(N1CC(NC[C@@H](C(NC)=O)NC(c2cccnc2SC)=O)=O)=O)(c2ccc(C)cc2)NC1=O
31599,A086_B235,Cc(cc1)ccc1N(CC(N[C@@H](CNC(COc1ccc(CC(N)=O)cc1)=O)C(NC)=O)=O)S(C)(=O)=O
57600,A157_B037,CCC(CC1)Cc2c1c(C(NC(c(cc1)ccc1C(NC[C@@H](C(NC)=O)NC(CCc1ccco1)=O)=O)=N1)=O)c1s2
29241,A080_B091,CNC([C@H](CNC(CC1Sc(ccc(C(F)(F)F)c2)c2NC1=O)=O)NC(Cc1cc(F)cc(F)c1)=O)=O
29871,A081_B352,CNC([C@H](CNC(c1cc(NC(N)=O)ccc1)=O)NC(C(CC1)c(cccc2)c2C1=O)=O)=O
35462,A097_B039,Cc(cccc1)c1OCC(N[C@@H](CNC(c(cc1C(N2)=O)cnc1N(C)C2=O)=O)C(NC)=O)=O
25959,A071_B130,CC(C)(C1)CC(NC(C(C(NC[C@@H](C(NC)=O)NC(CCc2nc(-c(cccc3)c3F)no2)=O)=O)=C2)=O)=C2C1=O
3547,A010_B227,CC(C)Oc(cc1)cc(O2)c1C=C(C(N[C@@H](CNC(c(cc1)ccc1NC(C1CC=CCC1)=O)=O)C(NC)=O)=O)C2=O
14816,A041_B057,CNC([C@H](CNC(C(CC1)CCN1c(cc1)ncc1C(N)=O)=O)NC(Cc(cc1)cc(C(F)(F)F)c1F)=O)=O
37592,A102_B324,CNC([C@H](CNS(c(cc1)cc(NC2=O)c1NC2=O)(=O)=O)NC(c(cc1)ccc1OC)=O)=O
57633,A157_B070,CCC(CC1)Cc2c1c(C(NC(c(cc1)ccc1C(NC[C@@H](C(NC)=O)NC(Cc(cc1F)cc(F)c1F)=O)=O)=N1)=O)c1s2
44696,A122_B048,CNC([C@H](CNS(c1cn(C)c(C(N)=O)c1)(=O)=O)NC(Cc(cc1)cc(OC)c1O)=O)=O
15663,A043_B166,CNC([C@H](CNC(COc(cc1)ccc1C(N)=O)=O)NC(CCc(cc1)cc(Cl)c1Cl)=O)=O
43617,A119_B076,CCN(c1nc(C(C)C)cc(C(NC[C@@H](C(NC)=O)NC(Cc(cc2)cc(OCC)c2O)=O)=O)c1C(N1)=O)C1=O
46505,A127_B012,CC(C)(C(CC(N[C@@H](CNC(CN(C=C(C(N)=O)C(N1)=O)C1=O)=O)C(NC)=O)=O)C1)C1C(C)=O
36243,A099_B082,CNC([C@H](CNC(CN(C=CC(N1)=O)C1=O)=O)NC(Cc(cc1)cc(Cl)c1Cl)=O)=O
49809,A135_B364,CC(C)C(C(NC[C@@H](C(NC)=O)NC(CCN(C(c1c2cccc1)=O)C2=O)=O)=O)N(CCCN1)C1=O
23425,A064_B179,Cc(sc(C(NC[C@@H](C(NC)=O)NC(Cc(cc1)ccc1-n1nnnc1C)=O)=O)c1)c1S(N)(=O)=O
13595,A037_B312,Cc(cc1nc2)nn1c(C)c2C(N[C@@H](CNC(c1cccc(N(CCCN2)C2=O)c1)=O)C(NC)=O)=O
24065,A066_B081,CNC([C@H](CNC(C(N1)=CNC1=O)=O)NC(Cc(cc1)cc(F)c1F)=O)=O
7529,A021_B150,Cc(n1nc2)c(CCC(NC[C@@H](C(NC)=O)NC(CCC(c3cccs3)=O)=O)=O)c(C)nc1c2C(N)=O
2494,A007_B281,CNC([C@H](CNC(C(C(N1)=O)=CNC1=O)=O)NC(c(cc1)cc(OC)c1OC)=O)=O
30077,A082_B189,CNC([C@H](CNC(CCC1=Nc(cccc2)c2NC1=O)=O)NC(CCCc1nc(-c(cccc2)c2OC)no1)=O)=O
16317,A045_B082,CNC([C@H](CNC(c1cc(COc(cccc2)c2C(N)=O)ccc1)=O)NC(Cc(cc1)cc(Cl)c1Cl)=O)=O
46116,A125_B361,CNC([C@H](CNC(C(C(N1)=O)=CN(C)C1=O)=O)NC(CC(c1c2cccc1)=NNC2=O)=O)=O
27346,A075_B041,Cc1cccc(C(NCC(N[C@@H](CNC(C(NC(N2)=O)=CC2=O)=O)C(NC)=O)=O)=O)c1
53166,A145_B031,Cc(cc1)ccc1SCC(N[C@@H](CNC(C(N=C(C1CC1)N1)=CC1=O)=O)C(NC)=O)=O
44882,A122_B234,CNC([C@H](CNS(c1cn(C)c(C(N)=O)c1)(=O)=O)NC(C(CC(C1)C2)(CC1C1)CC12n1ncnc1)=O)=O
6507,A018_B235,Cc(cc1)ccc1N(CC(N[C@@H](CNC(c(cc1)ccc1S(N)(=O)=O)=O)C(NC)=O)=O)S(C)(=O)=O
57914,A157_B351,CCC(CC1)Cc2c1c(C(NC(c(cc1)ccc1C(NC[C@@H](C(NC)=O)NC(CCC(c(cc1)ccc1-c1ccccc1)=O)=O)=O)=N1)=O)c1s2
24087,A066_B103,CNC([C@H](CNC(C(N1)=CNC1=O)=O)NC(CN(C1C(N2C)=O)C=NC1N(C)C2=O)=O)=O
52359,A142_B331,CC(N(CC(C1)O)C1C(N[C@@H](CNC(c1cc(C(N)=O)co1)=O)C(NC)=O)=O)=O
55872,A152_B154,CNC([C@H](CNC(C(c1c2cccc1)=NNC2=O)=O)NC(CCOc1ccc(CO)cc1)=O)=O
14151,A039_B130,CNC([C@H](CNC(Cc1csc(N(CCCN2)C2=O)n1)=O)NC(CCc1nc(-c(cccc2)c2F)no1)=O)=O
17755,A049_B044,CC(CC(N[C@@H](CNC(c(cc(-c1ccccc1)nc1NN2)c1C2=O)=O)C(NC)=O)=O)(C(F)(F)F)O
15,A001_B016,CCOCCC(N[C@@H](CNC(CC(C(N1)=O)NC1=O)=O)C(NC)=O)=O
40714,A111_B125,CNC([C@H](CNC(CN(C(C=C1)=O)NC1=O)=O)NC(Cc(cc1)cc(OC)c1OC)=O)=O
23596,A064_B350,Cc(sc(C(NC[C@@H](C(NC)=O)NC(CC(c1c2cccc1)OC2=O)=O)=O)c1)c1S(N)(=O)=O
23204,A063_B327,CC(c(cc1)ccc1C(N[C@@H](CNC(C1=NC(C)=C(C)NC1=O)=O)C(NC)=O)=O)=O
55855,A152_B137,Cc(cc(CC(N[C@@H](CNC(C(c1c2cccc1)=NNC2=O)=O)C(NC)=O)=O)cc1)c1OC
35481,A097_B058,CNC([C@H](CNC(c(cc1C(N2)=O)cnc1N(C)C2=O)=O)NC(CCc(cc1OC)cc(OC)c1OC)=O)=O
34168,A093_B221,CNC([C@H](CNC(C1=Cc(cccc2)c2NC1=O)=O)NC(c(cc1)ccc1-n1cncc1)=O)=O
42278,A115_B213,Cc(nc1)cnc1C(N[C@@H](CNC(CCCC(N1)=Nc(cccc2)c2C1=O)=O)C(NC)=O)=O
17802,A049_B091,CNC([C@H](CNC(c(cc(-c1ccccc1)nc1NN2)c1C2=O)=O)NC(Cc1cc(F)cc(F)c1)=O)=O
8883,A025_B028,CNC([C@H](CNC(Cn1ncc(S(N)(=O)=O)c1)=O)NC(CC=Cc1ccccc1)=O)=O
795,A003_B058,CNC([C@H](CNC(CCC(Nc(cc1)ccc1S(N)(=O)=O)=O)=O)NC(CCc(cc1OC)cc(OC)c1OC)=O)=O
2083,A006_B239,CCC1(CC(N[C@@H](CNC(CCN(C=CC(N2)=O)C2=O)=O)C(NC)=O)=O)OCCc2c1[nH]c1c2cccc1CC
33916,A092_B338,CNC([C@H](CNC(C(N1)=CC=CC1=O)=O)NC(c(cc(CC(N1)=O)c1c1)c1Cl)=O)=O
2730,A008_B148,CNC([C@H](CNC(C1CN(CC(N)=O)CCC1)=O)NC(CCc1cccs1)=O)=O
31571,A086_B207,CNC([C@H](CNC(COc1ccc(CC(N)=O)cc1)=O)NC(c1cc(cccc2)c2[nH]1)=O)=O
10173,A028_B211,CNC([C@H](CNC(c(cc1)cnc1C(N)=O)=O)NC(c1ccc(Cn2c(cccc3)c3nc2)cc1)=O)=O
44553,A121_B274,CC(NC(N1CCOCC1)=N1)=C(CCC(NC[C@@H](C(NC)=O)NC(c(cccn2)c2Oc2ccccc2)=O)=O)C1=O
23182,A063_B305,Cc1ccc(-c2n[nH]c(C(N[C@@H](CNC(C3=NC(C)=C(C)NC3=O)=O)C(NC)=O)=O)c2)o1
8201,A023_B084,CC1=C(CC(N[C@@H](CNC(CCn2ncc(S(N)(=O)=O)c2)=O)C(NC)=O)=O)c(cc(cc2)F)c2C1=Cc(cc1)ccc1S(C)=O
22238,A061_B099,CNC([C@H](CNC(c(cc1C(N2)=O)cnc1N(C1CC1)C2=O)=O)NC(Cc(cc(cc1)[N+]([O-])=O)c1F)=O)=O
28965,A079_B184,CNC([C@H](CNC(CN1Nc(cccc2)c2C1=O)=O)NC(COc(cc1)cc(O2)c1C(CCCC1)=C1C2=O)=O)=O
13669,A038_B017,Cc(cc(C(NC[C@@H](C(NC)=O)NC(CO)=O)=O)nc1NN2)c1C2=O
5126,A014_B330,CC(Nc1cc(C(NC[C@@H](C(NC)=O)NC(C(CCC2)N2C(C)=O)=O)=O)cc(NC(C)=O)c1)=O
54525,A148_B283,Cc(c(OC)cc(C(N[C@@H](CNC(C1OCCN(CC(N2)=Nc(cccc3)c3C2=O)C1)=O)C(NC)=O)=O)c1)c1OC
42659,A116_B225,CC(C)CN(c1nc(C2CC2)cc(C(NC[C@@H](C(NC)=O)NC(C(CC2)CCN2C(c(cc2)ccc2F)=O)=O)=O)c1C(N1)=O)C1=O
23634,A065_B019,Cc1cc(C)c(CCC(N[C@@H](CNC(CCC(N2)=Nc(sc3c4CCC3)c4C2=O)=O)C(NC)=O)=O)cc1
32825,A089_B354,CNC([C@H](CNC(CN(c(cccc1)c1N1)C1=O)=O)NC(c(cc1)cc(CCC2)c1C2=O)=O)=O
40742,A111_B153,CNC([C@H](CNC(CN(C(C=C1)=O)NC1=O)=O)NC(Cc(cc1)cc(OC)c1F)=O)=O
35393,A096_B339,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(C(C(N1C)=O)=CNC1=O)=O)=O
18015,A049_B304,CNC([C@H](CNC(c(cc(-c1ccccc1)nc1NN2)c1C2=O)=O)NC(c(ccc(OC)c1OC)c1OC)=O)=O
26115,A071_B286,CC(C)(C1)CC(NC(C(C(NC[C@@H](C(NC)=O)NC(c(cc2)ccc2Cl)=O)=O)=C2)=O)=C2C1=O
11601,A032_B163,CNC([C@H](CNC(c1c(C(NC(N2C)=O)=O)c2nc(-c(cc2)cc3c2OCO3)c1)=O)NC(Cc(ccc(Cl)c1)c1Cl)=O)=O
436,A002_B068,CC(C(N1)=O)=CN(CC(NC[C@@H](C(NC)=O)NC(CC2(CC(C3)C4)CC4CC3C2)=O)=O)C1=O
40482,A110_B262,CNC([C@H](CNC(C(CC1)CCN1S(c1cn(C)c(C(N)=O)c1)(=O)=O)=O)NC(C(CC1)CCN1C(N(C)C)=O)=O)=O
53216,A145_B081,CNC([C@H](CNC(C(N=C(C1CC1)N1)=CC1=O)=O)NC(Cc(cc1)cc(F)c1F)=O)=O
36141,A098_B349,CCOc(cc1)ccc1C(CCC(N[C@@H](CNC(C(CCC1)CN1C(N)=O)=O)C(NC)=O)=O)=O
13422,A037_B139,CNC([C@H](CNC(c1cccc(N(CCCN2)C2=O)c1)=O)NC(CCc1ncc(-c2ccccc2)o1)=O)=O
8431,A023_B314,CNC([C@H](CNC(CCn1ncc(S(N)(=O)=O)c1)=O)NC(c1ccc(Oc2cnccc2)o1)=O)=O
38150,A104_B144,CNC([C@H](CNC(c1cc(C(N)=O)ccc1)=O)NC(Cc(cc1)ccc1OCc1ccccc1)=O)=O
39218,A107_B105,CNC([C@H](CNC(C(C1)c(cccc2)c2NC1=O)=O)NC(Cc(cccc1)c1Oc1ccccc1)=O)=O
35523,A097_B100,CNC([C@H](CNC(c(cc1C(N2)=O)cnc1N(C)C2=O)=O)NC(Cc(cc1)ccc1S(C)(=O)=O)=O)=O
9239,A026_B015,CNC([C@H](CNC(CCc1nc(N(C)C(NC2=O)=O)c2[nH]1)=O)NC(CCC=C)=O)=O
9672,A027_B079,CC(N=C(N1)N2CCCC2)=C(CC(NC[C@@H](C(NC)=O)NC(Cc2csc(cc3)c2cc3Cl)=O)=O)C1=O
42186,A115_B121,CNC([C@H](CNC(CCCC(N1)=Nc(cccc2)c2C1=O)=O)NC(Cc1c[nH]c2c1cccc2)=O)=O
41777,A114_B081,CNC([C@H](CNC(C(CC1)CCN1C(N)=O)=O)NC(Cc(cc1)cc(F)c1F)=O)=O
22763,A062_B255,CNC([C@H](CNC(COc(cc1)cc(CC2)c1NC2=O)=O)NC(C(CC1=O)CN1c(cc1)cc(Cl)c1OC)=O)=O
22892,A063_B015,CC(N1)=C(C)N=C(C(NC[C@@H](C(NC)=O)NC(CCC=C)=O)=O)C1=O
8686,A024_B200,CNC([C@H](CNC(c1cccc(N(C(C=C2)=O)NC2=O)c1)=O)NC(c1nccc2ccccc12)=O)=O
39298,A107_B185,CNC([C@H](CNC(C(C1)c(cccc2)c2NC1=O)=O)NC(CCc1ccc(-c2cccs2)o1)=O)=O
41089,A112_B131,Cc(cc1)ccc1C(CCC(N[C@@H](CNC(c(cc1)ccc1NS(c(cc1)cc(N2)c1NC2=O)(=O)=O)=O)C(NC)=O)=O)=O
18740,A051_B291,CC(C1=C(N2)N(C)NC1=O)=C(CC(NC[C@@H](C(NC)=O)NC(c(cc1)ccc1NC(N)=N)=O)=O)C2=O
52428,A143_B031,Cc(cc1)ccc1SCC(N[C@@H](CNC(c(cc12)ncc2N=CNC1=O)=O)C(NC)=O)=O
43939,A120_B029,CNC([C@H](CNC(c1c(C(NC(N2C)=O)=O)c2nc(C2CC2)c1)=O)NC(CCOc1ccccc1)=O)=O
6989,A019_B348,CNC([C@H](CNC(C(C1=N2)=CNN1c(cccc1)c1C2=O)=O)NC(c1ccc(CN(C(CN2)=O)C2=O)cc1)=O)=O
41515,A113_B188,CNC([C@H](CNC(C1=CC(C(CCC2)=O)=C2NC1=O)=O)NC(CCC(N(C)C1CCCCC1)=O)=O)=O
2763,A008_B181,Cc1c(C)n(CCC(N[C@@H](CNC(C2CN(CC(N)=O)CCC2)=O)C(NC)=O)=O)nc1C
52188,A142_B160,CNC([C@H](CNC(c1cc(C(N)=O)co1)=O)NC(CCC(c(cc1)ccc1F)=O)=O)=O
15420,A042_B292,Cc1nc(cccc2)c2n1CC(N[C@@H](CNC(CCc(c(C)n1)c(C)n2c1c(C(N)=O)nc2)=O)C(NC)=O)=O
2898,A008_B316,CNC([C@H](CNC(C1CN(CC(N)=O)CCC1)=O)NC(c(cc1)ccc1S(C)(=O)=O)=O)=O
15343,A042_B215,Cc1c(CCC(NC[C@@H](C(NC)=O)NC(CCNC(NC2(CC(C3)C4)CC4CC3C2)=O)=O)=O)c(C)nc2c(C(N)=O)ncn12
53902,A147_B029,CNC([C@H](CNC(c1coc(C(N)=O)c1)=O)NC(CCOc1ccccc1)=O)=O
55593,A151_B244,CNC([C@H](CNC(c(cc1)cc(N2)c1N(C)C2=O)=O)NC(c1cc(cc(cc2)OC)c2o1)=O)=O
22924,A063_B047,CC(N1)=C(C)N=C(C(NC[C@@H](C(NC)=O)NC(Cc(cc2)cc3c2OCO3)=O)=O)C1=O
10772,A030_B072,CC(C(CC(NC[C@@H](C(NC)=O)NC(CNC(c(cc1)ccc1[N+]([O-])=O)=O)=O)=O)=C(C)N1N2)=NC1=CC2=O
22827,A062_B319,CNC([C@H](CNC(COc(cc1)cc(CC2)c1NC2=O)=O)NC(C1(CCC1)c1ccccc1)=O)=O
1375,A004_B269,Cc1cccnc1C(N[C@@H](CNC(CC1Oc(cccc2)c2NC1=O)=O)C(NC)=O)=O
24710,A067_B357,CNC([C@H](CNC(c1cccc(S(N)(=O)=O)c1)=O)NC(c(cc1)cc(CC2)c1NC2=O)=O)=O
57175,A155_B350,CNC([C@H](CNC(C(C=C1)=NNC1=O)=O)NC(CC(c1c2cccc1)OC2=O)=O)=O
50722,A138_B170,CNC([C@H](CNC(Cn1c(cccc2)c2c(C(N)=O)c1)=O)NC(CC1C=CCC1)=O)=O
25876,A071_B047,CC(C)(C1)CC(NC(C(C(NC[C@@H](C(NC)=O)NC(Cc(cc2)cc3c2OCO3)=O)=O)=C2)=O)=C2C1=O
31006,A085_B011,CC(CC(N[C@@H](CNC(C(N1)=Cc(cccc2)c2C1=O)=O)C(NC)=O)=O)C=C
24403,A067_B050,CNC([C@H](CNC(c1cccc(S(N)(=O)=O)c1)=O)NC(Cc(cccc1OC)c1OC)=O)=O
45699,A124_B313,Cc1noc(C)c1C(N[C@@H](CNC(c(cc1)cc(CCC2)c1NC2=O)=O)C(NC)=O)=O
13914,A038_B262,Cc(cc(C(NC[C@@H](C(NC)=O)NC(C(CC1)CCN1C(N(C)C)=O)=O)=O)nc1NN2)c1C2=O
35084,A096_B030,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(CN(C)C(c1ccccc1)=O)=O)=O
53823,A146_B319,CNC([C@H](CNC(c1ccc(C(N)=O)o1)=O)NC(C1(CCC1)c1ccccc1)=O)=O
35363,A096_B309,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(C1=CN=C2SC=CN2C1=O)=O)=O
34156,A093_B209,CNC([C@H](CNC(C1=Cc(cccc2)c2NC1=O)=O)NC(c1n[nH]c2c1cccc2)=O)=O
38147,A104_B141,CNC([C@H](CNC(c1cc(C(N)=O)ccc1)=O)NC(CCc1ncc(-c(cc2)ccc2Cl)o1)=O)=O
33277,A091_B068,CNC([C@H](CNC(Cc(s1)ccc1S(N)(=O)=O)=O)NC(CC1(CC(C2)C3)CC3CC2C1)=O)=O
39897,A109_B046,CNC([C@H](CNC(c1cc(-c2ccco2)nc2c(C(N)=O)ncn12)=O)NC(Cc1ccc(CO)cc1)=O)=O
24019,A066_B035,CNC([C@H](CNC(C(N1)=CNC1=O)=O)NC(CCc(cc(cc1)OC)c1OC)=O)=O
10685,A029_B354,CNC([C@H](CNC(c(cc1C(N)=O)nn1-c1ccccc1)=O)NC(c(cc1)cc(CCC2)c1C2=O)=O)=O
50712,A138_B160,CNC([C@H](CNC(Cn1c(cccc2)c2c(C(N)=O)c1)=O)NC(CCC(c(cc1)ccc1F)=O)=O)=O
40463,A110_B243,CNC([C@H](CNC(C(CC1)CCN1S(c1cn(C)c(C(N)=O)c1)(=O)=O)=O)NC(c1cc(cc(cc2)Br)c2[nH]1)=O)=O
2655,A008_B073,CNC([C@H](CNC(C1CN(CC(N)=O)CCC1)=O)NC(CCNC(c(cc1)ccc1[N+]([O-])=O)=O)=O)=O
53437,A145_B302,CNC([C@H](CNC(C(N=C(C1CC1)N1)=CC1=O)=O)NC(c1ccn[nH]1)=O)=O
8086,A022_B338,Cc(cc(cc1)C(NC[C@@H](C(NC)=O)NC(c(cc(CC(N2)=O)c2c2)c2Cl)=O)=O)c1N(CCN1)C1=O
44385,A121_B106,CC(NC(N1CCOCC1)=N1)=C(CCC(NC[C@@H](C(NC)=O)NC(COc2cccc(Cl)c2Cl)=O)=O)C1=O
48761,A133_B054,CNC([C@H](CNC(CNS(c(cc1)cc(NC2=O)c1NC2=O)(=O)=O)=O)NC(COc(cccc1)c1OC)=O)=O
19678,A054_B122,Cc1c(CC(N[C@@H](CNC(c(cc2)ccc2Sc2ncccc2C(N)=O)=O)C(NC)=O)=O)c(cccc2)c2[nH]1
41834,A114_B138,CCOc(ccc(CC(N[C@@H](CNC(C(CC1)CCN1C(N)=O)=O)C(NC)=O)=O)c1)c1OC
39000,A106_B256,CCN(C(c(ccc(C(NC[C@@H](C(NC)=O)NC(c(cc1)cc([N+]([O-])=O)c1N1CCC(C)CC1)=O)=O)c1)c1N1)=O)C1=O
35572,A097_B149,CNC([C@H](CNC(c(cc1C(N2)=O)cnc1N(C)C2=O)=O)NC(Cc1cscc1)=O)=O
39813,A108_B331,CC(N(CC(C1)O)C1C(N[C@@H](CNC(CCN(c(cccc1)c1C(N1)=O)C1=O)=O)C(NC)=O)=O)=O
25497,A070_B037,CCC1N(C(CCc2ccco2)=O)c(ccc(C(NC[C@@H](C(NC)=O)N)=O)c2)c2NC1=O
29799,A081_B280,CNC([C@H](CNC(c1cccc(NC(N)=O)c1)=O)NC(c(ccc1c2)cc1ccc2O)=O)=O
25541,A070_B081,CCC1N(C(Cc(cc2)cc(F)c2F)=O)c(ccc(C(NC[C@@H](C(NC)=O)N)=O)c2)c2NC1=O
20742,A057_B079,CC(N=C(N1)N(CC2)CCC2C(NC[C@@H](C(NC)=O)NC(Cc2csc(cc3)c2cc3Cl)=O)=O)=CC1=O
24935,A068_B213,Cc(nc1)cnc1C(N[C@@H](CNC(CCOc(cc1)ccc1C(N)=O)=O)C(NC)=O)=O
53673,A146_B169,CNC([C@H](CNC(c1ccc(C(N)=O)o1)=O)NC(COc(cc1)ccc1Cl)=O)=O
55742,A152_B024,Cc1ccc(CC(N[C@@H](CNC(C(c2c3cccc2)=NNC3=O)=O)C(NC)=O)=O)cc1
588,A002_B220,CC(C(N1)=O)=CN(CC(NC[C@@H](C(NC)=O)NC(c2cn(ccs3)c3n2)=O)=O)C1=O
7472,A021_B093,Cc(n1nc2)c(CCC(NC[C@@H](C(NC)=O)NC(COc(ccc(Cl)c3)c3Cl)=O)=O)c(C)nc1c2C(N)=O
39612,A108_B130,CNC([C@H](CNC(CCN(c(cccc1)c1C(N1)=O)C1=O)=O)NC(CCc1nc(-c(cccc2)c2F)no1)=O)=O
37900,A103_B263,CNC([C@H](CNC(CN(C(c(cccc1)c1N1)=O)C1=O)=O)NC(c1ccco1)=O)=O
25600,A070_B140,CCC1N(C(CCc2nnc(-c3ccccc3)o2)=O)c(ccc(C(NC[C@@H](C(NC)=O)N)=O)c2)c2NC1=O
49555,A135_B110,CC(C)C(C(NC[C@@H](C(NC)=O)NC(CCNC(N)=O)=O)=O)N(CCCN1)C1=O
15277,A042_B149,Cc1c(CCC(NC[C@@H](C(NC)=O)NC(Cc2cscc2)=O)=O)c(C)nc2c(C(N)=O)ncn12
29919,A082_B031,Cc(cc1)ccc1SCC(N[C@@H](CNC(CCC1=Nc(cccc2)c2NC1=O)=O)C(NC)=O)=O
11277,A031_B208,CNC([C@H](CNC(c(cc1)cc(N2)c1N(C1CCCC1)C2=O)=O)NC(c1nn(C)c2c1cccc2)=O)=O
38122,A104_B116,CNC([C@H](CNC(c1cc(C(N)=O)ccc1)=O)NC(Cc(cc1)ccc1OC)=O)=O
11263,A031_B194,CNC([C@H](CNC(c(cc1)cc(N2)c1N(C1CCCC1)C2=O)=O)NC(c1nc2ccccc2c(OC)c1)=O)=O
34264,A093_B317,CNC([C@H](CNC(C1=Cc(cccc2)c2NC1=O)=O)NC(c1ccccc1)=O)=O
44662,A122_B014,CCCCC(N[C@@H](CNS(c1cn(C)c(C(N)=O)c1)(=O)=O)C(NC)=O)=O
34266,A093_B319,CNC([C@H](CNC(C1=Cc(cccc2)c2NC1=O)=O)NC(C1(CCC1)c1ccccc1)=O)=O
28038,A076_B364,CNC([C@H](CNC(C(NC(NC1=O)=O)=C1OC)=O)NC(CCN(C(c1c2cccc1)=O)C2=O)=O)=O
48470,A132_B132,CNC([C@H](CNC(c1cc(C(NC(N2)=O)=O)c2nc1)=O)NC(CCC(c1ccccc1)=O)=O)=O
31136,A085_B141,CNC([C@H](CNC(C(N1)=Cc(cccc2)c2C1=O)=O)NC(CCc1ncc(-c(cc2)ccc2Cl)o1)=O)=O
42291,A115_B226,CNC([C@H](CNC(CCCC(N1)=Nc(cccc2)c2C1=O)=O)NC(C(CC1)CCN1C(c1cc(OC)cc(OC)c1)=O)=O)=O
9469,A026_B245,CC(C)CN(CC(C1)C(N[C@@H](CNC(CCc2nc(N(C)C(NC3=O)=O)c3[nH]2)=O)C(NC)=O)=O)C1=O
34548,A094_B232,CNC([C@H](CNS(c(cc1)cc(C(N2)=O)c1NC2=O)(=O)=O)NC(C1CCN(Cc2ccco2)CC1)=O)=O
26500,A072_B302,CNC([C@H](CNC(c(cc1)ccc1C(Nc1ccccc1)=O)=O)NC(c1ccn[nH]1)=O)=O
43072,A117_B269,Cc1cccnc1C(N[C@@H](CNC(c1ccc(C(NC(N2C)=O)=O)c2n1)=O)C(NC)=O)=O
39465,A107_B352,CNC([C@H](CNC(C(C1)c(cccc2)c2NC1=O)=O)NC(C(CC1)c(cccc2)c2C1=O)=O)=O
6680,A019_B039,Cc(cccc1)c1OCC(N[C@@H](CNC(C(C1=N2)=CNN1c(cccc1)c1C2=O)=O)C(NC)=O)=O
41114,A112_B156,CNC([C@H](CNC(c(cc1)ccc1NS(c(cc1)cc(N2)c1NC2=O)(=O)=O)=O)NC(COc(cc1)ccc1F)=O)=O
52537,A143_B140,CNC([C@H](CNC(c(nc1)cc2c1N=CNC2=O)=O)NC(CCc1nnc(-c2ccccc2)o1)=O)=O
8001,A022_B253,CCC(N(CCC1)CC1C(N[C@@H](CNC(c(cc1)cc(C)c1N(CCN1)C1=O)=O)C(NC)=O)=O)=O
18880,A052_B062,CCN(c(ccc(C(NC[C@@H](C(NC)=O)NC(Cc(ccc(OC)c1)c1F)=O)=O)c1)c1NC1=O)C1=O
1453,A004_B347,CNC([C@H](CNC(CC1Oc(cccc2)c2NC1=O)=O)NC(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)=O)=O
4653,A013_B226,CNC([C@H](CNC(c1cc(NC(C2CCCC2)=O)ccc1)=O)NC(C(CC1)CCN1C(c1cc(OC)cc(OC)c1)=O)=O)=O
21918,A060_B148,Cc(n(C(C=C1)=NNC1=O)nc1)c1C(NC[C@@H](C(NC)=O)NC(CCc1cccs1)=O)=O
6020,A017_B117,CCOc1ccc(CC(N[C@@H](CNC(c(cc2)ccc2C(N)=O)=O)C(NC)=O)=O)cc1
1406,A004_B300,CNC([C@H](CNC(CC1Oc(cccc2)c2NC1=O)=O)NC(c1cccs1)=O)=O
40505,A110_B285,CNC([C@H](CNC(C(CC1)CCN1S(c1cn(C)c(C(N)=O)c1)(=O)=O)=O)NC(c(cc1)cc(F)c1F)=O)=O
45205,A123_B188,CC(C)N(C(c(ccc(C(NC[C@@H](C(NC)=O)NC(CCC(N(C)C1CCCCC1)=O)=O)=O)c1)c1N1)=O)C1=O
15138,A042_B010,Cc1c(CCC(NC[C@@H](C(NC)=O)NC(Cc(cccc2)c2OC(F)(F)F)=O)=O)c(C)nc2c(C(N)=O)ncn12
22064,A060_B294,Cc(n(C(C=C1)=NNC1=O)nc1)c1C(NC[C@@H](C(NC)=O)NC(c1cncnc1)=O)=O
53187,A145_B052,CNC([C@H](CNC(C(N=C(C1CC1)N1)=CC1=O)=O)NC(CCc1cccc(OC)c1Cl)=O)=O
56256,A153_B169,CNC([C@H](CNC(CC(c1c2cccc1)=NNC2=O)=O)NC(COc(cc1)ccc1Cl)=O)=O
10507,A029_B176,Cc1nc(cccc2)c2n1CCC(N[C@@H](CNC(c(cc1C(N)=O)nn1-c1ccccc1)=O)C(NC)=O)=O
5559,A016_B025,Cc1cccc(CC(N[C@@H](CNC(C2(CC2)C(N)=O)=O)C(NC)=O)=O)c1
51491,A140_B201,CNC([C@H](CNC(CC1N(CC(N2)=Nc(cccc3)c3C2=O)CCC1)=O)NC(c1cc(cc(cc2)F)c2[nH]1)=O)=O
42442,A116_B008,CC(C)CN(c1nc(C2CC2)cc(C(NC[C@@H](C(NC)=O)NC(CC(C)(C)C)=O)=O)c1C(N1)=O)C1=O
37810,A103_B173,CNC([C@H](CNC(CN(C(c(cccc1)c1N1)=O)C1=O)=O)NC(CCC#C)=O)=O
20839,A057_B176,Cc1nc(cccc2)c2n1CCC(N[C@@H](CNC(C(CC1)CCN1C(N1)=NC(C)=CC1=O)=O)C(NC)=O)=O
