,id,smiles
35210,A096_B156,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(COc(cc1)ccc1F)=O)=O
21464,A059_B063,CNC([C@H](CNC(CC1=Cc(cccc2)c2NC1=O)=O)NC(CCc1nc(OC)cc(OC)n1)=O)=O
28759,A078_B347,CNC([C@H](CNC(C(c1c2cccc1)=CNC2=O)=O)NC(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)=O)=O
34306,A093_B359,CNC([C@H](CNC(C1=Cc(cccc2)c2NC1=O)=O)NC(CC1Nc(cccc2)c2NC1=O)=O)=O
54477,A148_B235,Cc(cc1)ccc1N(CC(N[C@@H](CNC(C1OCCN(CC(N2)=Nc(cccc3)c3C2=O)C1)=O)C(NC)=O)=O)S(C)(=O)=O
18879,A052_B061,CCN(c(ccc(C(NC[C@@H](C(NC)=O)NC(CCc1ccc(C(F)(F)F)cc1)=O)=O)c1)c1NC1=O)C1=O
42153,A115_B088,CNC([C@H](CNC(CCCC(N1)=Nc(cccc2)c2C1=O)=O)NC(Cc1cccc(C(F)(F)F)c1)=O)=O
9387,A026_B163,CNC([C@H](CNC(CCc1nc(N(C)C(NC2=O)=O)c2[nH]1)=O)NC(Cc(ccc(Cl)c1)c1Cl)=O)=O
25644,A070_B184,CCC1N(C(COc(cc2)cc(O3)c2C(CCCC2)=C2C3=O)=O)c(ccc(C(NC[C@@H](C(NC)=O)N)=O)c2)c2NC1=O
52368,A142_B340,CNC([C@H](CNC(c1cc(C(N)=O)co1)=O)NC(CN(C=Nc1c2cccc1)C2=O)=O)=O
34868,A095_B183,Cc(n(CC(N[C@@H](CNC(CC1Sc(ccc(Cl)c2)c2NC1=O)=O)C(NC)=O)=O)nc1[N+]([O-])=O)c1Cl
18096,A050_B016,CCOCCC(N[C@@H](CNC(c(cc1)cc(N2)c1N(C)CC2=O)=O)C(NC)=O)=O
19573,A054_B017,CNC([C@H](CNC(c(cc1)ccc1Sc1ncccc1C(N)=O)=O)NC(CO)=O)=O
51291,A140_B001,CC(C)CC(N[C@@H](CNC(CC1N(CC(N2)=Nc(cccc3)c3C2=O)CCC1)=O)C(NC)=O)=O
19513,A053_B326,CC(C)C(C(N[C@@H](CNC(c1c(C(NN2C)=O)c2nc(C)c1)=O)C(NC)=O)=O)O
57065,A155_B240,CNC([C@H](CNC(C(C=C1)=NNC1=O)=O)NC(C(C1)C(c2cnccc2)N(C)C1=O)=O)=O
53747,A146_B243,CNC([C@H](CNC(c1ccc(C(N)=O)o1)=O)NC(c1cc(cc(cc2)Br)c2[nH]1)=O)=O
4450,A013_B023,Cc1c(CC(N[C@@H](CNC(c2cc(NC(C3CCCC3)=O)ccc2)=O)C(NC)=O)=O)cccc1
20662,A056_B368,CNC([C@H](CNS(c(cc1)cc(N2)c1NC2=O)(=O)=O)NC(CCc1cc(Cl)cc(Cl)c1)=O)=O
33800,A092_B222,CCC(CC1)CCC1C(N[C@@H](CNC(C(N1)=CC=CC1=O)=O)C(NC)=O)=O
56034,A152_B316,CNC([C@H](CNC(C(c1c2cccc1)=NNC2=O)=O)NC(c(cc1)ccc1S(C)(=O)=O)=O)=O
51700,A141_B041,Cc1cccc(C(NCC(N[C@@H](CNC(CN2N=C(C(N)=O)c(cccc3)c3C2=O)=O)C(NC)=O)=O)=O)c1
40034,A109_B183,Cc(n(CC(N[C@@H](CNC(c1cc(-c2ccco2)nc2c(C(N)=O)ncn12)=O)C(NC)=O)=O)nc1[N+]([O-])=O)c1Cl
34610,A094_B294,CNC([C@H](CNS(c(cc1)cc(C(N2)=O)c1NC2=O)(=O)=O)NC(c1cncnc1)=O)=O
15333,A042_B205,Cc1c(CCC(NC[C@@H](C(NC)=O)NC(Cc2c[nH]c(cc3)c2cc3Br)=O)=O)c(C)nc2c(C(N)=O)ncn12
20244,A055_B319,CNC([C@H](CNC(c(cc1)cc(N=C(CN2CCOCC2)N2)c1C2=O)=O)NC(C1(CCC1)c1ccccc1)=O)=O
15050,A041_B291,CNC([C@H](CNC(C(CC1)CCN1c(cc1)ncc1C(N)=O)=O)NC(c(cc1)ccc1NC(N)=N)=O)=O
27384,A075_B079,CNC([C@H](CNC(C(NC(N1)=O)=CC1=O)=O)NC(Cc1csc(cc2)c1cc2Cl)=O)=O
49287,A134_B211,CC(C(NC[C@@H](C(NC)=O)NC(c1ccc(Cn2c(cccc3)c3nc2)cc1)=O)=O)SC(N1)=NC(C)=CC1=O
40703,A111_B114,CNC([C@H](CNC(CN(C(C=C1)=O)NC1=O)=O)NC(COc(cc1)cc(O2)c1C=CC2=O)=O)=O
35083,A096_B029,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(CCOc1ccccc1)=O)=O
53719,A146_B215,CNC([C@H](CNC(c1ccc(C(N)=O)o1)=O)NC(CCNC(NC1(CC(C2)C3)CC3CC2C1)=O)=O)=O
22794,A062_B286,CNC([C@H](CNC(COc(cc1)cc(CC2)c1NC2=O)=O)NC(c(cc1)ccc1Cl)=O)=O
17024,A047_B051,CNC([C@H](CNC(c(cc1)ccc1Oc(cc1)ccc1C(N)=O)=O)NC(CCc(cc1)cc2c1OCC2)=O)=O
38954,A106_B210,CCN(C(c(ccc(C(NC[C@@H](C(NC)=O)NC(c(cc1)cc2c1[nH]cn2)=O)=O)c1)c1N1)=O)C1=O
1304,A004_B198,CNC([C@H](CNC(CC1Oc(cccc2)c2NC1=O)=O)NC(C1C(CC2)CC2C1)=O)=O
4141,A012_B083,Cc(ccc(C(NC[C@@H](C(NC)=O)NC(CCN(c(cccc1)c1O1)C1=O)=O)=O)c1)c1NC(C1OCCC1)=O
38772,A106_B028,CCN(C(c(ccc(C(NC[C@@H](C(NC)=O)NC(CC=Cc1ccccc1)=O)=O)c1)c1N1)=O)C1=O
29785,A081_B266,CNC([C@H](CNC(c1cccc(NC(N)=O)c1)=O)NC(c1cocc1)=O)=O
1321,A004_B215,CNC([C@H](CNC(CC1Oc(cccc2)c2NC1=O)=O)NC(CCNC(NC1(CC(C2)C3)CC3CC2C1)=O)=O)=O
22670,A062_B162,CNC([C@H](CNC(COc(cc1)cc(CC2)c1NC2=O)=O)NC(Cc(c(Cl)ccc1)c1Cl)=O)=O
25896,A071_B067,CC(C)(C1)CC(NC(C(C(NC[C@@H](C(NC)=O)NC(COc2ccccc2)=O)=O)=C2)=O)=C2C1=O
32339,A088_B237,CC(CO)(CO)C(N[C@@H](CNC(c(cc1)cc(C2)c1NC2=O)=O)C(NC)=O)=O
7979,A022_B231,CC(C)(C(N1CC(N[C@@H](CNC(c(cc2)cc(C)c2N(CCN2)C2=O)=O)C(NC)=O)=O)=O)NC1=O
26191,A071_B362,CC(C)(C1)CC(NC(C(C(NC[C@@H](C(NC)=O)NC(c(cccc2)c2-c2ccccc2)=O)=O)=C2)=O)=C2C1=O
35334,A096_B280,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(c(ccc1c2)cc1ccc2O)=O)=O
24614,A067_B261,CNC([C@H](CNC(c1cccc(S(N)(=O)=O)c1)=O)NC(c1cc(NC(C2CCCC2)=O)ccc1)=O)=O
1900,A006_B056,CNC([C@H](CNC(CCN(C=CC(N1)=O)C1=O)=O)NC(CCCC1CCCCC1)=O)=O
16920,A046_B316,CNC([C@H](CNC(c(cc1)cc(N2)c1NCC2=O)=O)NC(c(cc1)ccc1S(C)(=O)=O)=O)=O
15926,A044_B060,CNC([C@H](CNC(COCC(N1)=Nc(cccc2)c2C1=O)=O)NC(Cc(ccc(F)c1)c1Cl)=O)=O
52128,A142_B100,CNC([C@H](CNC(c1cc(C(N)=O)co1)=O)NC(Cc(cc1)ccc1S(C)(=O)=O)=O)=O
43580,A119_B039,CCN(c1nc(C(C)C)cc(C(NC[C@@H](C(NC)=O)NC(COc2c(C)cccc2)=O)=O)c1C(N1)=O)C1=O
38564,A105_B189,CNC([C@H](CNC(c(cc1)cc(NC(N2c3cccc4ccccc34)=O)c1C2=O)=O)NC(CCCc1nc(-c(cccc2)c2OC)no1)=O)=O
12942,A036_B028,CNC([C@H](CNC(CNc(cc1)ccc1C(N)=O)=O)NC(CC=Cc1ccccc1)=O)=O
47831,A130_B231,CC(C)(C(N1CC(N[C@@H](CNC(c2c(C(NN3C)=O)c3nc(C3CC3)c2)=O)C(NC)=O)=O)=O)NC1=O
40178,A109_B327,CC(c(cc1)ccc1C(N[C@@H](CNC(c1cc(-c2ccco2)nc2c(C(N)=O)ncn12)=O)C(NC)=O)=O)=O
51148,A139_B227,CC(C)Oc(cc1)cc(O2)c1C=C(C(N[C@@H](CNC(c1c(C)oc(N=CN3)c1C3=O)=O)C(NC)=O)=O)C2=O
49650,A135_B205,CC(C)C(C(NC[C@@H](C(NC)=O)NC(Cc1c[nH]c(cc2)c1cc2Br)=O)=O)N(CCCN1)C1=O
53177,A145_B042,Cc(cc1)ccc1C(NCC(N[C@@H](CNC(C(N=C(C1CC1)N1)=CC1=O)=O)C(NC)=O)=O)=O
55205,A150_B225,CNC([C@H](CNC(c(cc1C(N2)=O)cnc1N(Cc1ccccc1)C2=O)=O)NC(C(CC1)CCN1C(c(cc1)ccc1F)=O)=O)=O
36978,A101_B079,CNC([C@H](CNC(c(cc1)cc(C(NN2)=O)c1C2=O)=O)NC(Cc1csc(cc2)c1cc2Cl)=O)=O
21047,A058_B015,CC(N=C(c1ccncc1)N1)=C(CC(NC[C@@H](C(NC)=O)NC(CCC=C)=O)=O)C1=O
35159,A096_B105,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(Cc(cccc1)c1Oc1ccccc1)=O)=O
33168,A090_B328,CC(C(N1CC(NC[C@@H](C(NC)=O)NC(CCC(c(cc2)cc(OC)c2OC)=O)=O)=O)=O)(c2ccc(C)cc2)NC1=O
57774,A157_B211,CCC(CC1)Cc2c1c(C(NC(c(cc1)ccc1C(NC[C@@H](C(NC)=O)NC(c1ccc(Cn3c(cccc4)c4nc3)cc1)=O)=O)=N1)=O)c1s2
21822,A060_B052,Cc(n(C(C=C1)=NNC1=O)nc1)c1C(NC[C@@H](C(NC)=O)NC(CCc1cccc(OC)c1Cl)=O)=O
10130,A028_B168,Cc(cc(cc1)Cl)c1OCC(N[C@@H](CNC(c(cc1)cnc1C(N)=O)=O)C(NC)=O)=O
6136,A017_B233,CC(c1c2cccc1)=NN(CC(N[C@@H](CNC(c(cc1)ccc1C(N)=O)=O)C(NC)=O)=O)C2=O
55417,A151_B068,CNC([C@H](CNC(c(cc1)cc(N2)c1N(C)C2=O)=O)NC(CC1(CC(C2)C3)CC3CC2C1)=O)=O
18987,A052_B169,CCN(c(ccc(C(NC[C@@H](C(NC)=O)NC(COc(cc1)ccc1Cl)=O)=O)c1)c1NC1=O)C1=O
30168,A082_B280,CNC([C@H](CNC(CCC1=Nc(cccc2)c2NC1=O)=O)NC(c(ccc1c2)cc1ccc2O)=O)=O
32623,A089_B152,CNC([C@H](CNC(CN(c(cccc1)c1N1)C1=O)=O)NC(CCC(c(cc1)ccc1OC)=O)=O)=O
3184,A009_B233,Cc(ccc(C(NC[C@@H](C(NC)=O)NC(CN1N=C(C)c(cccc2)c2C1=O)=O)=O)c1)c1N(CCN1)C1=O
9814,A027_B221,CC(N=C(N1)N2CCCC2)=C(CC(NC[C@@H](C(NC)=O)NC(c(cc2)ccc2-n2cncc2)=O)=O)C1=O
14915,A041_B156,CNC([C@H](CNC(C(CC1)CCN1c(cc1)ncc1C(N)=O)=O)NC(COc(cc1)ccc1F)=O)=O
45905,A125_B150,CNC([C@H](CNC(C(C(N1)=O)=CN(C)C1=O)=O)NC(CCC(c1cccs1)=O)=O)=O
18634,A051_B185,CC(C1=C(N2)N(C)NC1=O)=C(CC(NC[C@@H](C(NC)=O)NC(CCc1ccc(-c3cccs3)o1)=O)=O)C2=O
55203,A150_B223,CNC([C@H](CNC(c(cc1C(N2)=O)cnc1N(Cc1ccccc1)C2=O)=O)NC(C(CC1)CCC1=O)=O)=O
45276,A123_B259,CC(C)N(C(c(ccc(C(NC[C@@H](C(NC)=O)NC(CCCc1nc(-c2ccncc2)no1)=O)=O)c1)c1N1)=O)C1=O
12872,A035_B327,CC(c(cc1)ccc1C(N[C@@H](CNC(C1=CC(CCCCC2)=C2NC1=O)=O)C(NC)=O)=O)=O
40239,A110_B019,Cc1cc(C)c(CCC(N[C@@H](CNC(C(CC2)CCN2S(c2cn(C)c(C(N)=O)c2)(=O)=O)=O)C(NC)=O)=O)cc1
35108,A096_B054,CNC([C@H](CNC(CN(C(c1c2cccc1)=O)NC2=O)=O)NC(COc(cccc1)c1OC)=O)=O
25335,A069_B244,Cc1cc(C(NC[C@@H](C(NC)=O)NC(c2cc(cc(cc3)OC)c3o2)=O)=O)nc(N=C(N2)O)c1C2=O
23846,A065_B231,CC(C)(C(N1CC(N[C@@H](CNC(CCC(N2)=Nc(sc3c4CCC3)c4C2=O)=O)C(NC)=O)=O)=O)NC1=O
7259,A020_B249,CC(CC1=C(C(NC[C@@H](C(NC)=O)NC(Cn2nc(C)c(C(C)=O)c2C)=O)=O)NNC1=O)O
55879,A152_B161,CNC([C@H](CNC(C(c1c2cccc1)=NNC2=O)=O)NC(CCC(c1cc(F)cc(F)c1)=O)=O)=O
17997,A049_B286,CNC([C@H](CNC(c(cc(-c1ccccc1)nc1NN2)c1C2=O)=O)NC(c(cc1)ccc1Cl)=O)=O
41237,A112_B279,CNC([C@H](CNC(c(cc1)ccc1NS(c(cc1)cc(N2)c1NC2=O)(=O)=O)=O)NC(c(cc1)cc(O2)c1OC2(F)F)=O)=O
24662,A067_B309,CNC([C@H](CNC(c1cccc(S(N)(=O)=O)c1)=O)NC(C1=CN=C2SC=CN2C1=O)=O)=O
46927,A128_B065,CC(C(CCCCCC(N[C@@H](CNC(c(o1)ccc1S(N)(=O)=O)=O)C(NC)=O)=O)N1)NC1=O
15047,A041_B288,Cc1cc(C(N[C@@H](CNC(C(CC2)CCN2c(cc2)ncc2C(N)=O)=O)C(NC)=O)=O)cc(C)c1
28657,A078_B245,CC(C)CN(CC(C1)C(N[C@@H](CNC(C(c2c3cccc2)=CNC3=O)=O)C(NC)=O)=O)C1=O
28736,A078_B324,CNC([C@H](CNC(C(c1c2cccc1)=CNC2=O)=O)NC(c(cc1)ccc1OC)=O)=O
22117,A060_B347,Cc(n(C(C=C1)=NNC1=O)nc1)c1C(NC[C@@H](C(NC)=O)NC(CNS(c(cc1)cc(C2)c1NC2=O)(=O)=O)=O)=O
117,A001_B118,CNC([C@H](CNC(CC(C(N1)=O)NC1=O)=O)NC(Cc1cc(OC)ccc1)=O)=O
52085,A142_B057,CNC([C@H](CNC(c1cc(C(N)=O)co1)=O)NC(Cc(cc1)cc(C(F)(F)F)c1F)=O)=O
54950,A149_B339,CNC([C@H](CNC(c1nc(C(N)=O)ccc1)=O)NC(C(C(N1C)=O)=CNC1=O)=O)=O
20045,A055_B120,CNC([C@H](CNC(c(cc1)cc(N=C(CN2CCOCC2)N2)c1C2=O)=O)NC(COc(cccc1)c1[N+]([O-])=O)=O)=O
9604,A027_B011,CC(CC(N[C@@H](CNC(CC(C(N1)=O)=C(C)N=C1N1CCCC1)=O)C(NC)=O)=O)C=C
13586,A037_B303,Cc(cc1)nc(O)c1C(N[C@@H](CNC(c1cccc(N(CCCN2)C2=O)c1)=O)C(NC)=O)=O
4554,A013_B127,CCOc1ccc(CCC(N[C@@H](CNC(c2cc(NC(C3CCCC3)=O)ccc2)=O)C(NC)=O)=O)cc1
3787,A011_B098,CNC([C@H](CNC(c(cccc1)c1N(CCC(N1)=O)C1=O)=O)NC(Cc(cc(cc1)Br)c1F)=O)=O
50053,A136_B239,CCC1(CC(N[C@@H](CNC(c(cc2)ccc2N(CCN2)C2=O)=O)C(NC)=O)=O)OCCc2c1[nH]c1c2cccc1CC
15674,A043_B177,CNC([C@H](CNC(COc(cc1)ccc1C(N)=O)=O)NC(Cc1c(C(F)(F)F)cccc1)=O)=O
35171,A096_B117,CCOc1ccc(CC(N[C@@H](CNC(CN(C(c2c3cccc2)=O)NC3=O)=O)C(NC)=O)=O)cc1
27466,A075_B161,CNC([C@H](CNC(C(NC(N1)=O)=CC1=O)=O)NC(CCC(c1cc(F)cc(F)c1)=O)=O)=O
5004,A014_B208,CC(Nc1cc(C(NC[C@@H](C(NC)=O)NC(c2nn(C)c3c2cccc3)=O)=O)cc(NC(C)=O)c1)=O
17885,A049_B174,CNC([C@H](CNC(c(cc(-c1ccccc1)nc1NN2)c1C2=O)=O)NC(Cc(ccc(Cl)c1)c1F)=O)=O
43293,A118_B121,CNC([C@H](CNC(c1c(C(NC(N2C)=O)=O)c2nc(-c2ccccc2)c1)=O)NC(Cc1c[nH]c2c1cccc2)=O)=O
44441,A121_B162,CC(NC(N1CCOCC1)=N1)=C(CCC(NC[C@@H](C(NC)=O)NC(Cc(c(Cl)ccc2)c2Cl)=O)=O)C1=O
17866,A049_B155,CNC([C@H](CNC(c(cc(-c1ccccc1)nc1NN2)c1C2=O)=O)NC(CCc(cc1)ccc1F)=O)=O
4942,A014_B146,CC(Nc1cc(C(NC[C@@H](C(NC)=O)NC(Cc2cc3ccccc3cc2)=O)=O)cc(NC(C)=O)c1)=O
46873,A128_B011,CC(CC(N[C@@H](CNC(c(o1)ccc1S(N)(=O)=O)=O)C(NC)=O)=O)C=C
55849,A152_B131,Cc(cc1)ccc1C(CCC(N[C@@H](CNC(C(c1c2cccc1)=NNC2=O)=O)C(NC)=O)=O)=O
19701,A054_B145,Cc1cc(OCC(N[C@@H](CNC(c(cc2)ccc2Sc2ncccc2C(N)=O)=O)C(NC)=O)=O)c(C(CCC2)=C2C(O2)=O)c2c1
30868,A084_B242,CC1(C)C(C)(C)C1C(N[C@@H](CNC(c(cc1)ccc1NC(N)=O)=O)C(NC)=O)=O
53049,A144_B283,Cc(c(OC)cc(C(N[C@@H](CNC(c1cc(C(N)=O)cn1C)=O)C(NC)=O)=O)c1)c1OC
44987,A122_B339,CNC([C@H](CNS(c1cn(C)c(C(N)=O)c1)(=O)=O)NC(C(C(N1C)=O)=CNC1=O)=O)=O
47830,A130_B230,CNC([C@H](CNC(c1c(C(NN2C)=O)c2nc(C2CC2)c1)=O)NC(c1nn(cc(CCO)cn2)c2c1)=O)=O
35605,A097_B182,Cc1cc(NC(C2C(N[C@@H](CNC(c(cc3C(N4)=O)cnc3N(C)C4=O)=O)C(NC)=O)=O)=O)c2cc1
38761,A106_B017,CCN(C(c(ccc(C(NC[C@@H](C(NC)=O)NC(CO)=O)=O)c1)c1N1)=O)C1=O
38016,A104_B010,CNC([C@H](CNC(c1cc(C(N)=O)ccc1)=O)NC(Cc(cccc1)c1OC(F)(F)F)=O)=O
34613,A094_B297,CNC([C@H](CNS(c(cc1)cc(C(N2)=O)c1NC2=O)(=O)=O)NC(c1cc(-n2nccc2)ccc1)=O)=O
22065,A060_B295,Cc(n(C(C=C1)=NNC1=O)nc1)c1C(NC[C@@H](C(NC)=O)NC(c1ncc[nH]1)=O)=O
4012,A011_B323,Cc(cccc1)c1C(N[C@@H](CNC(c(cccc1)c1N(CCC(N1)=O)C1=O)=O)C(NC)=O)=O
19204,A053_B017,Cc1cc(C(NC[C@@H](C(NC)=O)NC(CO)=O)=O)c(C(NN2C)=O)c2n1
1946,A006_B102,CNC([C@H](CNC(CCN(C=CC(N1)=O)C1=O)=O)NC(Cc(cc1)cc(O)c1OC)=O)=O
36435,A099_B274,CNC([C@H](CNC(CN(C=CC(N1)=O)C1=O)=O)NC(c(cccn1)c1Oc1ccccc1)=O)=O
20897,A057_B234,CC(N=C(N1)N(CC2)CCC2C(NC[C@@H](C(NC)=O)NC(C(CC(C2)C3)(CC2C2)CC23n2ncnc2)=O)=O)=CC1=O
20946,A057_B283,CC(N=C(N1)N(CC2)CCC2C(NC[C@@H](C(NC)=O)NC(c2cc(OC)c(C)c(OC)c2)=O)=O)=CC1=O
33645,A092_B067,CNC([C@H](CNC(C(N1)=CC=CC1=O)=O)NC(COc1ccccc1)=O)=O
19487,A053_B300,Cc1cc(C(NC[C@@H](C(NC)=O)NC(c2cccs2)=O)=O)c(C(NN2C)=O)c2n1
34432,A094_B116,CNC([C@H](CNS(c(cc1)cc(C(N2)=O)c1NC2=O)(=O)=O)NC(Cc(cc1)ccc1OC)=O)=O
58264,A158_B332,CC(C)(C(N[C@@H](CNC(C1=Cn2nc(C)cc2NC1=O)=O)C(NC)=O)=O)O
29927,A082_B039,Cc(cccc1)c1OCC(N[C@@H](CNC(CCC1=Nc(cccc2)c2NC1=O)=O)C(NC)=O)=O
44844,A122_B196,CNC([C@H](CNS(c1cn(C)c(C(N)=O)c1)(=O)=O)NC(c1cc2cccnc2cc1)=O)=O
29932,A082_B044,CC(CC(N[C@@H](CNC(CCC1=Nc(cccc2)c2NC1=O)=O)C(NC)=O)=O)(C(F)(F)F)O
8224,A023_B107,CNC([C@H](CNC(CCn1ncc(S(N)(=O)=O)c1)=O)NC(Cc(cccc1)c1F)=O)=O
18041,A049_B330,CC(N(CCC1)C1C(N[C@@H](CNC(c(cc(-c1ccccc1)nc1NN2)c1C2=O)=O)C(NC)=O)=O)=O
40242,A110_B022,Cc1cc(CC(N[C@@H](CNC(C(CC2)CCN2S(c2cn(C)c(C(N)=O)c2)(=O)=O)=O)C(NC)=O)=O)c(C)cc1
52024,A141_B365,CNC([C@H](CNC(CN1N=C(C(N)=O)c(cccc2)c2C1=O)=O)NC(c(o1)ccc1Br)=O)=O
48850,A133_B143,CNC([C@H](CNC(CNS(c(cc1)cc(NC2=O)c1NC2=O)(=O)=O)=O)NC(CNC(C=Cc1ccco1)=O)=O)=O
41169,A112_B211,CNC([C@H](CNC(c(cc1)ccc1NS(c(cc1)cc(N2)c1NC2=O)(=O)=O)=O)NC(c1ccc(Cn2c(cccc3)c3nc2)cc1)=O)=O
7468,A021_B089,Cc(n1nc2)c(CCC(NC[C@@H](C(NC)=O)NC(Cc3ccc(C(F)(F)F)cc3)=O)=O)c(C)nc1c2C(N)=O
24423,A067_B070,CNC([C@H](CNC(c1cccc(S(N)(=O)=O)c1)=O)NC(Cc(cc1F)cc(F)c1F)=O)=O
48347,A132_B009,CC(CC(C)(C)C)CC(N[C@@H](CNC(c1cc(C(NC(N2)=O)=O)c2nc1)=O)C(NC)=O)=O
55607,A151_B258,CNC([C@H](CNC(c(cc1)cc(N2)c1N(C)C2=O)=O)NC(C(CC1)CCN1C(c(cc1)ccc1[N+]([O-])=O)=O)=O)=O
28172,A077_B129,CNC([C@H](CNC(C1=C(c2ccccc2)C(c2ccccc2)=NNC1=O)=O)NC(Cc1cc(OC)cc(OC)c1)=O)=O
41942,A114_B246,CNC([C@H](CNC(C(CC1)CCN1C(N)=O)=O)NC(c1cn(-c2cc(OC)ccc2)nc1)=O)=O
6639,A018_B367,CNC([C@H](CNC(c(cc1)ccc1S(N)(=O)=O)=O)NC(c(cccc1)c1I)=O)=O
45750,A124_B364,CNC([C@H](CNC(c(cc1)cc(CCC2)c1NC2=O)=O)NC(CCN(C(c1c2cccc1)=O)C2=O)=O)=O
32931,A090_B091,CC(C(N1CC(NC[C@@H](C(NC)=O)NC(Cc2cc(F)cc(F)c2)=O)=O)=O)(c2ccc(C)cc2)NC1=O
30690,A084_B064,CNC([C@H](CNC(c(cc1)ccc1NC(N)=O)=O)NC(CCc1cnccc1)=O)=O
48728,A133_B021,CNC([C@H](CNC(CNS(c(cc1)cc(NC2=O)c1NC2=O)(=O)=O)=O)NC(CC1C(CC2)CC2C1)=O)=O
58003,A158_B071,Cc1nn(C=C(C(NC[C@@H](C(NC)=O)NC(Cc(c(C(F)(F)F)ccc2)c2F)=O)=O)C(N2)=O)c2c1
12432,A034_B256,CC(CC1)CCN1c(ccc(C(N[C@@H](CNC(CCN(C=CNC1=O)C1=O)=O)C(NC)=O)=O)c1)c1[N+]([O-])=O
51295,A140_B005,CNC([C@H](CNC(CC1N(CC(N2)=Nc(cccc3)c3C2=O)CCC1)=O)NC(CC1CCCC1)=O)=O
46382,A126_B258,CC(C1=C(N2)N(C)NC1=O)=C(CCC(NC[C@@H](C(NC)=O)NC(C(CC1)CCN1C(c(cc1)ccc1[N+]([O-])=O)=O)=O)=O)C2=O
53646,A146_B142,CNC([C@H](CNC(c1ccc(C(N)=O)o1)=O)NC(CNC(c1ccco1)=O)=O)=O
36273,A099_B112,CNC([C@H](CNC(CN(C=CC(N1)=O)C1=O)=O)NC(Cc1csc2c1cccc2)=O)=O
23852,A065_B237,CC(CO)(CO)C(N[C@@H](CNC(CCC(N1)=Nc(sc2c3CCC2)c3C1=O)=O)C(NC)=O)=O
12417,A034_B241,CNC([C@H](CNC(CCN(C=CNC1=O)C1=O)=O)NC(C(CC(C1O)O)=CC1O)=O)=O
10051,A028_B089,CNC([C@H](CNC(c(cc1)cnc1C(N)=O)=O)NC(Cc1ccc(C(F)(F)F)cc1)=O)=O
26512,A072_B314,CNC([C@H](CNC(c(cc1)ccc1C(Nc1ccccc1)=O)=O)NC(c1ccc(Oc2cnccc2)o1)=O)=O
55190,A150_B210,CNC([C@H](CNC(c(cc1C(N2)=O)cnc1N(Cc1ccccc1)C2=O)=O)NC(c(cc1)cc2c1[nH]cn2)=O)=O
13640,A037_B357,CNC([C@H](CNC(c1cccc(N(CCCN2)C2=O)c1)=O)NC(c(cc1)cc(CC2)c1NC2=O)=O)=O
44223,A120_B313,Cc1noc(C)c1C(N[C@@H](CNC(c1c(C(NC(N2C)=O)=O)c2nc(C2CC2)c1)=O)C(NC)=O)=O
29986,A082_B098,CNC([C@H](CNC(CCC1=Nc(cccc2)c2NC1=O)=O)NC(Cc(cc(cc1)Br)c1F)=O)=O
4374,A012_B316,Cc(ccc(C(NC[C@@H](C(NC)=O)NC(c(cc1)ccc1S(C)(=O)=O)=O)=O)c1)c1NC(C1OCCC1)=O
30543,A083_B286,Cc1c(C(NC[C@@H](C(NC)=O)NC(c(cc2)ccc2Cl)=O)=O)sc(N=CN2)c1C2=O
22068,A060_B298,Cc(n(C(C=C1)=NNC1=O)nc1)c1C(NC[C@@H](C(NC)=O)NC(c1cc(Cn2nccc2)ccc1)=O)=O
21484,A059_B083,CNC([C@H](CNC(CC1=Cc(cccc2)c2NC1=O)=O)NC(CCN(c(cccc1)c1O1)C1=O)=O)=O
25619,A070_B159,CCC1N(C(CCc(ccc(Cl)c2)c2Cl)=O)c(ccc(C(NC[C@@H](C(NC)=O)N)=O)c2)c2NC1=O
28248,A077_B205,CNC([C@H](CNC(C1=C(c2ccccc2)C(c2ccccc2)=NNC1=O)=O)NC(Cc1c[nH]c(cc2)c1cc2Br)=O)=O
16741,A046_B137,Cc(cc(CC(N[C@@H](CNC(c(cc1)cc(N2)c1NCC2=O)=O)C(NC)=O)=O)cc1)c1OC
28803,A079_B022,Cc1cc(CC(N[C@@H](CNC(CN2Nc(cccc3)c3C2=O)=O)C(NC)=O)=O)c(C)cc1
1358,A004_B252,CNC([C@H](CNC(CC1Oc(cccc2)c2NC1=O)=O)NC(c1cc(-c(cccc2)c2O)n[nH]1)=O)=O
9432,A026_B208,CNC([C@H](CNC(CCc1nc(N(C)C(NC2=O)=O)c2[nH]1)=O)NC(c1nn(C)c2c1cccc2)=O)=O
19344,A053_B157,Cc1cc(C(NC[C@@H](C(NC)=O)NC(CCc(cc2)cc(F)c2F)=O)=O)c(C(NN2C)=O)c2n1
30144,A082_B256,CC(CC1)CCN1c(ccc(C(N[C@@H](CNC(CCC1=Nc(cccc2)c2NC1=O)=O)C(NC)=O)=O)c1)c1[N+]([O-])=O
39704,A108_B222,CCC(CC1)CCC1C(N[C@@H](CNC(CCN(c(cccc1)c1C(N1)=O)C1=O)=O)C(NC)=O)=O
