Smiles
Cc1n[n](C=C(C(N2)=O)N)c2c1
CC1(C)C(C)(C)C1N
NC(CC1)CCN1C(N)=O
Cc(cccc1)c1OCN
NCc(cccc1)c1Cl
CC(Nc1cc(N)cc(NC(C)=O)c1)=O
CN(c1nc(-c2ccccc2)cc(N)c1C(N1)=O)C1=O
CC(C)c1nc(C)c(N)[s]1
NC(c1c[o]c(N)c1)=O
NCC(c1c2cccc1)=NNC2=O
CC(C)(C)OC([n]1c(ccc(OC)c2)c2c(CN)c1C)=O
NCCN1c(cc(cc2)Cl)c2OCC1=O
NCc1cccc(OC(F)(F)F)c1
NCc(c(F)ccc1)c1Cl
Cc(cc1)ccc1N(CN)S(C)(=O)=O
NCc1cnc(N)[s]1
NCNS(c(cc1)cc(NC2=O)c1NC2=O)(=O)=O
Nc(cc1)cc(N2)c1N(C1CCCC1)C2=O
NC(CCC1)CN1C(N)=O
COc(c(OC)c1)cc(CN)c1Br
COc(cc1)ccc1N
COc1ccc(CN)cc1
Cc([o]c(N=CN1)c2C1=O)c2N
Cc1c(C(NN2C)=O)c2nc(C)c1CN
NC(NC(N1)=O)=CC1=O
NCc1cccc(C(F)(F)F)c1
NC(c(nc[n]1c(N)c2)c1nc2-c1ccc[o]1)=O
CC(C)c1ccc(CCN)cc1
COc(cc1)cc(CCN)c1OC
Nc(cc1)ccc1S(N)(=O)=O
NCOc(cc1)cc(CC2)c1NC2=O
NCCN(C(C1(CCCCC1)N1)=O)C1=O
Nc1ccc(cc(cc2)O)c2c1
CC(CN)(C(F)(F)F)O
CC(C(N1)=O)=CN(CN)C1=O
Nc1ccc(Oc2cnccc2)[o]1
Cc(c(C)nc1c2)nc1ccc2N
Cc([n](C(C=C1)=NNC1=O)nc1)c1N
CC(CC1=C(N)NNC1=O)O
Cc(cccc1)c1-c1n[o]c(CCN)n1
CC(C)(C)OC([n](c(N)c1)c2c1cccc2)=O
CN(C)c1ccc(CN)cc1
Cc(ccc(N)c1)c1NC(C1OCCC1)=O
NCCc(ccc(Cl)c1)c1Cl
NCN(C(c(cccc1)c1N1)=O)C1=O
COc(ccc(CN)c1)c1O
NC(C=C1)=NNC1=O
NCCc1nc(-c(cccc2)c2F)n[o]1
CCN(c1nc(C(C)C)cc(N)c1C(N1)=O)C1=O
NCc(ccc(Cl)c1)c1Cl
Nc(cccc1)c1N(CCC(N1)=O)C1=O
COc(ccc(C(CCN)=O)c1)c1F
Nc(cc1)cc(NC(CN2)=O)c1C2=O
NCC(c1c2cccc1)=NNC2=O
CN(c(ccc(N)c1)c1N1)C1=O
NCC1Sc(ccc(Cl)c2)c2NC1=O
NCCc1nnc(-c2ccccc2)[o]1
Cc(nc1O)ccc1N
COc1cc(OC)nc(CCN)n1
COc(cc(CN)cc1)c1F
NCCCc1nc(-c2ccncc2)n[o]1
NCCNC(c(cc1)ccc1[N+]([O-])=O)=O
Cc1ccc(N)[s]1
NCCc1ncc(-c(cc2)ccc2Cl)[o]1
Nc1c[n](cc[s]2)c2n1
NC1(CC1)C(N)=O
NCc(c(Cl)ccc1)c1Cl
COc(ccc(N)c1)c1OC
CC(C)(C)OC([n](c(N)c1)c(cc2)c1cc2F)=O
CCC=CCN
Nc(cc1)ccc1C#N
Cc1n[o]c(C)c1N
NCCOc1ccccc1
NC(CC(C1O)O)=CC1O
CC(N(CC(C1)O)C1N)=O
COc1cc(CN)cc(OC)c1
COc(cc1)cc(C(CCN)=O)c1OC
NCc1c[s]cc1
Nc1cccc(NC(C2CCCC2)=O)c1
Nc(cccc1)c1I
NCc(cc1)cc2c1OCO2
COc(cccc1C2)c1OCC2N
NC(CCC1)N1C(Nc1ccccc1)=O
CC(C)Cc1ccc(C(C)N)cc1
CCN(C(c(ccc(N)c1)c1N1)=O)C1=O
NCN(c(cccc1)c1N1)C1=O
NCCNC(NC1(CC(C2)C3)CC3CC2C1)=O
NCc1c(C(F)(F)F)cccc1
NCCOc1ccc(CO)cc1
NCc(ccc(F)c1)c1F
C[n]1c(cccc2)c2c(CN)c1
Nc1cc2ccccc2cc1
NCO
CC(c(cc1)ccc1N)=O
Nc1ccc[s]1
NCCc1nc(-c2cnccc2)n[o]1
Nc1nc2ccccc2cc1
Nc(cc1)cc(C(NN2)=O)c1C2=O
NCCc(cc1)ccc1Cl
NC(c(cc1)ccc1Oc(cc1)ccc1N)=O
Nc1nccc2ccccc12
CCC(c(c(O1)c2)cc(Cl)c2OCN)=CC1=O
Cc1nc(cccc2)c2[n]1CCN
CC(C)(C)OC(N(C1CN)c(cccc2)c2N(C(OC(C)(C)C)=O)C1=O)=O
NC(c1nc(N)ccc1)=O
NCCc(cc1)ccc1F
CC(C)(C)OC([n]1c(ccc(N)c2)c2nc1)=O
Nc1cc2ccccc2nc1
NCCN(c(cccc1)c1O1)C1=O
NCC1c(cccc2)c2-c2c1cccc2
CC(C)Oc(cc1)cc(OC2=O)c1C=C2N
NC(c1c2cccc1)=NNC2=O
COc(cc1)cc(CN)c1OC
CCC(CC1)CCC1N
NCc(cc(cc1)[N+]([O-])=O)c1F
NC(C(N1)=O)=CNC1=O
CC(C)Oc(cc1)ccc1N
NC(CC1)CCN1S(c(cc1)ccc1C(N)=O)(=O)=O
NCCc(cc1)cc(F)c1F
NCc(cccc1)c1Oc1ccccc1
NCc1cc2ccccc2cc1
NCCC1CCCC1
CC(C)(C)OC([n](c(N)c1)c(cc2)c1cc2OC)=O
NC(CC1)c(cccc2)c2C1=O
NC1CN(CC(N)=O)CCC1
Nc1ccccc1
CS(c1ccc(CN)cc1)(=O)=O
Cc1c(CCN)cccc1
NC[n]1c(cccc2)c2c(C(N)=O)c1
NCNC(OCc1ccccc1)=O
NC(CC1)CCN1C(c(cc1)ccc1[N+]([O-])=O)=O
Nc([o]1)ccc1S(N)(=O)=O
NCC1CCCCC1
COc1cc(OC)c(CCN)cc1
NCC1Nc(cccc2)c2NC1=O
COC(C(N1)=O)=C(N)NC1=O
NCOc1ccc(CC(N)=O)cc1
Cc1cccnc1N
NC(C1=N2)=CNN1c(cccc1)c1C2=O
CC(CCN)(c(cc1)ccc1O)c(cc1)ccc1O
Nc1ccc[o]1
Cc(cc1)ccc1S(NCN)(=O)=O
CC(N(CCC1)C1N)=O
CN(c(c(C(N1)=O)c2)ncc2N)C1=O
NCC(CC(C1)C2)(CC1C1)CC21O
NCc(cc1)cc(Cl)c1Cl
NCCC(c1ccc[s]1)=O
NC(c1cc(N)ccc1)=O
CC(C)(C)CN
NCN1Nc(cccc2)c2C1=O
Cc1ccc(CCN)cc1
CC(c1c(C)[n](CN)nc1C)=O
C#Cc1cccc(N)c1
NCOCC(N1)=Nc(cccc2)c2C1=O
NCC1C=CCC1
COc(ccc(CCN)c1)c1Cl
NCc(cc1)cnc1Cl
CSc1ncccc1N
NCN(C(C=C1)=O)NC1=O
Cc1ccc(-c2n[nH]c(N)c2)[o]1
CCC1Nc(ccc(N)c2)c2NC1=O
NC(C1)c(cccc2)c2C1=O
NCc(cccc1)c1OC(F)(F)F
Nc1ccc(C[n]2c(cccc3)c3nc2)cc1
NCN(CCC(N1)=O)C1=O
COc(cccc1)c1-c1n[o]c(CCN)n1
Nc1cccc(CN(C(CN2)=O)C2=O)c1
COc1c(CN)cccc1
NC1=C(c2ccccc2)C(c2ccccc2)=NNC1=O
Nc(cc1)ccc1NC(C1CC=CCC1)=O
NCc(ccc(F)c1)c1Cl
CCC(N(CCC1)CC1N)=O
Nc(cc1)cc(CC2)c1NC2=O
Nc(cc1)cc(NC(N2c3cccc4ccccc34)=O)c1C2=O
CC(C)CN(c1nc(C2CC2)cc(N)c1C(N1)=O)C1=O
NCCc1cccnc1
CC(C)(C)OC(NS(c(cc1)cc(O2)c1N(CN)C2=O)(=O)=O)=O
NCCCC1CCCCC1
NCCN(C(c1c2cccc1)=O)C2=O
Nc(cc1)cc(O2)c1OC2(F)F
NCc1cccc([N+]([O-])=O)c1
CC(C)(C1)CC(NC(C(N)=C2)=O)=C2C1=O
NCC1CCCCCC1
NCc(ccc(Cl)c1)c1F
NCCN(C=CC(N1)=O)C1=O
Cc1n[nH]c(N)c1
Nc(cc1)ccc1Oc1ccccc1
NC(CC1)CCN1C(c(cc1)ccc1F)=O
NCNC(c1ccccc1)=O
COc1cc(CCN)cc(OC)c1
NCc1cccc(F)c1F
NCOc(cccc1)c1[N+]([O-])=O
NC(c(cccc1)c1OCc1cc(N)ccc1)=O
NCN(C=C(C(N)=O)C(N1)=O)C1=O
Nc(cc1)ccc1NS(c(cc1)cc(N2)c1NC2=O)(=O)=O
NCc(cc1)ccc1OCc1ccccc1
CCOc(cc1)ccc1C(CCN)=O
NCN(C(C(CC1)(c2c1cccc2)N1)=O)C1=O
NC(c(cc1)ncc1N)=O
NC1CCN(Cc2ccc[o]2)CC1
NC1CC=CCC1
NCCC(N(C1)c(cccc2)c2NC1=O)=O
CC1(CC1)N
CC(NC(N1CCOCC1)=N1)=C(CCN)C1=O
Cc1c(N)[o]c2c1ccc(C)c2
COc(cc1)cc2c1c(CN)c[o]2
NCC1=Cc(cccc2)c2NC1=O
NCc1c[s]c(N(CCCN2)C2=O)n1
Nc(cc(CC(N1)=O)c1c1)c1Cl
NCc([s]1)ccc1S(N)(=O)=O
COc1cc(-[n]2ncc(N)c2)ccc1
NCCN(C=Nc1c2cccc1)C2=O
CC(C)(C(N1CN)=O)NC1=O
Cc([s]c(N)c1)c1S(N)(=O)=O
NCC(C(N1)=O)NC1=O
NCCN(C=CNC1=O)C1=O
CN(C=C(C(N1)=O)N)C1=O
Nc1cccc(-[n]2nccc2)c1
